,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,str_ase_pairs
24836,chr6_43553313,76306,XPO5,coad,0.011581007314236613,0.7815116036577804,0.8619655186576314,chr6_43553313; id:76306;coad
8503,chr16_89637470,38097,DPEP1,read,0.011558207202732762,0.781930895792556,0.8623650796107737,chr16_89637470; id:38097;read
20928,chr4_121681538,70487,ANXA5,coad,0.011554796216160415,0.7819936289879795,0.8624028189149112,chr4_121681538; id:70487;coad
20883,chr4_112657327,70383,LARP7,read,0.01154562515376841,0.7821623056915774,0.8625573884504397,chr4_112657327; id:70383;read
23601,chr5_71513443,72440,BDP1,read,0.011527914363950523,0.7824880763249898,0.8628222636060126,chr5_71513443; id:72440;read
4883,chr13_24904026,25487,CENPJ,read,0.011519105773759015,0.7826501148925621,0.8629694759360387,chr13_24904026; id:25487;read
19132,chr3_124268979,66517,KALRN,read,0.011514735470367202,0.7827305123728605,0.8629866660206714,chr3_124268979; id:66517;read
4015,chr12_51987191,21876,ACVR1B,coad,0.011513948243446837,0.7827449946937485,0.8629866660206714,chr12_51987191; id:21876;coad
17312,chr2_202811797,56954,ICA1L,coad,0.01151360524981173,0.7827513046435801,0.8629866660206714,chr2_202811797; id:56954;coad
17945,chr2_27053379,52924,AGBL5,read,0.011505703586099064,0.7828966730995496,0.8630661130677766,chr2_27053379; id:52924;read
28952,chr9_32436152,86056,ACO1,read,0.011503646300921763,0.7829345226188892,0.8630661130677766,chr9_32436152; id:86056;read
28,chr10_101609304,12877,DPCD,read,0.011498321078616957,0.7830324973686518,0.8631079078288156,chr10_101609304; id:12877;read
6476,chr15_23037078,29672,TUBGCP5,read,0.011495154783484268,0.7830907532723499,0.8631406644578069,chr15_23037078; id:29672;read
28263,chr9_113284269,87262,PRPF4,coad,0.0114892727857763,0.7831989779550245,0.8631836479908692,chr9_113284269; id:87262;coad
9554,chr17_57106585,42603,AKAP1,read,0.011484565147743049,0.783285598247855,0.8632133492495051,chr17_57106585; id:42603;read
20479,chr3_53780168,65313,CACNA1D,coad,0.01147991110707957,0.7833712349854737,0.8632610581554926,chr3_53780168; id:65313;coad
25185,chr6_87216109,76939,ZNF292,coad,0.011464865658033,0.7836480968758127,0.8634159139399651,chr6_87216109; id:76939;coad
7710,chr16_2295599,33265,ABCA3,read,0.011463877861552906,0.7836662749697691,0.8634159139399651,chr16_2295599; id:33265;read
27807,chr8_67093669,84078,CSPP1,coad,0.01146264355259492,0.7836889897173496,0.8634159139399651,chr8_67093669; id:84078;coad
9312,chr17_45245313,41954,FMNL1,read,0.011461415391158936,0.7837115915157501,0.8634159139399651,chr17_45245313; id:41954;read
17326,chr2_203495430,57074,RAPH1,coad,0.011459338841696726,0.7837498065739911,0.8634265644288759,chr2_203495430; id:57074;coad
14313,chr1_62619809,3253,DOCK7,coad,0.011427663334939803,0.7843328002229965,0.86391148777248,chr1_62619809; id:3253;coad
8891,chr17_32192333,40174,RHOT1,coad,0.01141663603817497,0.7845357880390329,0.8640931068687913,chr17_32192333; id:40174;coad
6272,chr14_80743228,28656,CEP128,read,0.011412743407409436,0.7846074461381689,0.8640931068687913,chr14_80743228; id:28656;read
8484,chr16_8894530,33958,USP7,coad,0.011394335160963314,0.7849463418677972,0.8643356819388587,chr16_8894530; id:33958;coad
20636,chr3_73602471,65631,PDZRN3,coad,0.011394324267381243,0.7849465424306376,0.8643356819388587,chr3_73602471; id:65631;coad
617,chr10_3147895,10625,PITRM1,coad,0.011391558627176421,0.784997461372658,0.8643602817538969,chr10_3147895; id:10625;coad
16700,chr2_158642812,55674,PKP4,coad,0.01138578427644202,0.7851037774476458,0.8644458753104972,chr2_158642812; id:55674;coad
1078,chr10_87552044,12452,MINPP1,coad,0.011377626666388002,0.7852539803832843,0.8645434804430661,chr10_87552044; id:12452;coad
17327,chr2_203495430,57074,RAPH1,read,0.011375238140288499,0.7852979609051818,0.8645434804430661,chr2_203495430; id:57074;read
15275,chr20_51675987,59803,ATP9A,coad,0.011374760129856623,0.7853067627116004,0.8645434804430661,chr20_51675987; id:59803;coad
9857,chr17_75326023,43436,GRB2,read,0.011369836452101423,0.7853974260468579,0.8646039318325431,chr17_75326023; id:43436;read
12389,chr1_163343906,8776,NUF2,coad,0.011364519580017832,0.7854953328219137,0.8646039318325431,chr1_163343906; id:8776;coad
7977,chr16_4668393,33779,MGRN1,coad,0.011364015950754033,0.7855046070059388,0.8646039318325431,chr16_4668393; id:33779;coad
2569,chr11_74845304,17783,XRRA1,read,0.011356789091756678,0.7856376908216206,0.8646153188428978,chr11_74845304; id:17783;read
16729,chr2_159446737,55698,BAZ2B,read,0.011355618578964227,0.7856592465983342,0.8646153188428978,chr2_159446737; id:55698;read
13142,chr1_222633265,9887,MIA3,read,0.01135442205443956,0.7856812815679238,0.8646153188428978,chr1_222633265; id:9887;read
11989,chr1_150223011,7431,ANP32E,coad,0.011354275236666277,0.7856839853480966,0.8646153188428978,chr1_150223011; id:7431;coad
10317,chr18_46844143,45421,PIAS2,read,0.011336980693291004,0.7860024978137773,0.8648686850648559,chr18_46844143; id:45421;read
701,chr10_46022469,11535,NCOA4,coad,0.01133508805792835,0.7860373565243393,0.8648755765453522,chr10_46022469; id:11535;coad
5433,chr14_103338348,29441,EIF5,read,0.01133031682372362,0.786125235398779,0.8649408033990349,chr14_103338348; id:29441;read
14066,chr1_43619786,2186,PTPRF,read,0.01132388168276087,0.786243765208551,0.8650397482259958,chr1_43619786; id:2186;read
30293,chrX_48985518,89050,GRIPAP1,coad,0.011305136439109312,0.7865890647655567,0.8652231540274434,chrX_48985518; id:89050;coad
14230,chr1_53050750,3042,SCP2,read,0.011303961206614636,0.7866107147063188,0.8652231540274434,chr1_53050750; id:3042;read
28626,chr9_131120295,87918,AIF1L,read,0.011300497151195896,0.7866745299257448,0.8652618793222835,chr9_131120295; id:87918;read
7120,chr15_70064465,31404,TLE3,coad,0.011293795786505596,0.7867979872776574,0.8652771369270551,chr15_70064465; id:31404;coad
5363,chr13_98902495,26173,DOCK9,read,0.011292739031407819,0.786817456066819,0.8652771369270551,chr13_98902495; id:26173;read
27686,chr8_47893107,83791,PRKDC,read,0.011292056389589473,0.7868300325704345,0.8652771369270551,chr8_47893107; id:83791;read
12239,chr1_155820570,8126,GON4L,coad,0.011291979647359673,0.7868314464177483,0.8652771369270551,chr1_155820570; id:8126;coad
22641,chr5_14359552,71584,TRIO,read,0.0112865512665648,0.7869314570383368,0.8653435111766395,chr5_14359552; id:71584;read
4615,chr12_91157008,23652,DCN,coad,0.01128469118454269,0.7869657273561524,0.8653435111766395,chr12_91157008; id:23652;coad
28843,chr9_18829757,85946,ADAMTSL1,coad,0.011284044795504065,0.786977636582068,0.8653435111766395,chr9_18829757; id:85946;coad
539,chr10_24855278,11016,PRTFDC1,coad,0.011270701398878362,0.7872234896029006,0.8655194461099905,chr10_24855278; id:11016;coad
16613,chr2_149213132,55548,LYPD6B,read,0.011268308395535435,0.7872675830953032,0.8655364613128843,chr2_149213132; id:55548;read
7957,chr16_3777668,33634,CREBBP,coad,0.011259171968447498,0.7874359372045726,0.8656389332871978,chr16_3777668; id:33634;coad
11812,chr1_113672601,4270,MAGI3,read,0.011258590536948054,0.7874466513979392,0.8656389332871978,chr1_113672601; id:4270;read
15409,chr20_64072284,60186,TCEA2,read,0.011254925673828981,0.7875141857318506,0.8656817092193,chr20_64072284; id:60186;read
27839,chr8_69624025,84103,SULF1,coad,0.01124719209512063,0.7876567016275826,0.8658069031701339,chr8_69624025; id:84103;coad
11996,chr1_150344359,7465,PRPF3,read,0.011231469293787228,0.7879464663351771,0.8660309933246395,chr1_150344359; id:7465;read
13858,chr1_35763068,1730,CLSPN,read,0.011217096237705785,0.7882113814109518,0.8662523105451083,chr1_35763068; id:1730;read
17354,chr2_206149111,57113,NDUFS1,coad,0.011214328713051428,0.788262393480657,0.8662523105451083,chr2_206149111; id:57113;coad
2454,chr11_70326577,17392,PPFIA1,read,0.011212075060554494,0.7883039343318956,0.8662523714640815,chr11_70326577; id:17392;read
18359,chr2_58084790,53645,VRK2,coad,0.011211172204523227,0.7883205765550491,0.8662523714640815,chr2_58084790; id:53645;coad
6170,chr14_74683245,28414,AREL1,read,0.011200430940135118,0.7885185762203891,0.8663188021621329,chr14_74683245; id:28414;read
5085,chr13_46771335,25844,ESD,coad,0.011199985881260862,0.7885267805307985,0.8663188021621329,chr13_46771335; id:25844;coad
11053,chr19_38593351,49674,MAP4K1,coad,0.011198615328304483,0.7885520457438756,0.8663188021621329,chr19_38593351; id:49674;coad
2175,chr11_60306263,16081,MS4A4A,read,0.011192827464345932,0.7886587435319402,0.8663730821634291,chr11_60306263; id:16081;read
23673,chr5_74693608,72498,HEXB,read,0.011168752578732712,0.7891026002865352,0.866829192084635,chr5_74693608; id:72498;read
12479,chr1_16986506,840,ATP13A2,coad,0.011163693353150777,0.7891958834120869,0.8669001777365645,chr1_16986506; id:840;coad
17645,chr2_230498405,57893,SP100,read,0.011152924393396033,0.7893944539195171,0.8670553188115847,chr2_230498405; id:57893;read
12828,chr1_19975636,918,PLA2G2A,read,0.011149866230969273,0.7894508463354893,0.8670857699610297,chr1_19975636; id:918;read
4689,chr12_98662439,23867,APAF1,read,0.011133470189731275,0.7897532075560834,0.8673233755458875,chr12_98662439; id:23867;read
12855,chr1_202012767,9394,ELF3,read,0.011121271598532122,0.7899781836217872,0.8675074491191981,chr1_202012767; id:9394;read
5382,chr13_99870787,26185,CLYBL,coad,0.01110813680900413,0.7902204453193568,0.8676642752292933,chr13_99870787; id:26185;coad
14315,chr1_62625415,3253,DOCK7,coad,0.011107848774824514,0.7902257581282367,0.8676642752292933,chr1_62625415; id:3253;coad
14469,chr1_77942470,3537,NEXN,read,0.0111072379207003,0.7902370254038525,0.8676642752292933,chr1_77942470; id:3537;read
27928,chr8_89925507,84387,OSGIN2,read,0.011105574746424977,0.7902677030690901,0.8676642752292933,chr8_89925507; id:84387;read
13757,chr1_32279532,1583,LCK,coad,0.011104800755724169,0.7902819796315687,0.8676642752292933,chr1_32279532; id:1583;coad
23809,chr5_90519200,72773,LYSMD3,read,0.01110324821996662,0.7903106169750185,0.8676642752292933,chr5_90519200; id:72773;read
26815,chr7_94552274,80490,CASD1,read,0.011102641454155612,0.7903218091681865,0.8676642752292933,chr7_94552274; id:80490;read
11943,chr1_145836795,7294,POLR3C,coad,0.011095535287682416,0.7904528902774856,0.8677766848073521,chr1_145836795; id:7294;coad
19896,chr3_196407248,68243,UBXN7,coad,0.011082390864237034,0.7906953693035872,0.8679798724080645,chr3_196407248; id:68243;coad
20343,chr3_48980329,64784,ARIH2,coad,0.011066473707873496,0.7909890247944964,0.8682392050123228,chr3_48980329; id:64784;coad
10741,chr19_17228385,48242,OCEL1,read,0.011012341663094439,0.7919879276725877,0.8691464032096304,chr19_17228385; id:48242;read
2043,chr11_46784719,15602,CKAP5,read,0.010999701539187254,0.7922212259970016,0.8693393433088787,chr11_46784719; id:15602;read
20676,chr3_8959084,63077,RAD18,coad,0.010994181936265016,0.7923231069370112,0.8693880557723809,chr3_8959084; id:63077;coad
6202,chr14_74889368,28435,DLST,read,0.010971567731253094,0.7927405572933868,0.8697241270099807,chr14_74889368; id:28435;read
25531,chr7_117548607,81576,CFTR,coad,0.010967549626513057,0.7928147363118416,0.8697646848122881,chr7_117548607; id:81576;coad
26548,chr7_75813433,80123,CCL24,coad,0.010961669257419808,0.7929232983280942,0.8698257284078637,chr7_75813433; id:80123;coad
14534,chr1_86376421,3666,ODF2L,coad,0.010954674567556742,0.7930524378899633,0.8699358401270108,chr1_86376421; id:3666;coad
22511,chr5_138159687,73504,BRD8,read,0.010951103241387107,0.7931183757338054,0.8699700037600314,chr5_138159687; id:73504;read
16292,chr22_50464457,62828,SBF1,coad,0.01094334325148083,0.7932616544873923,0.8700391115752757,chr22_50464457; id:62828;coad
29225,chr9_75083163,86624,NMRK1,coad,0.010931481599061134,0.7934806788892572,0.8701846743176179,chr9_75083163; id:86624;coad
12998,chr1_209628122,9671,LAMB3,coad,0.010910978269933667,0.79385930942048,0.870479183213707,chr1_209628122; id:9671;coad
2016,chr11_46547059,15574,AMBRA1,coad,0.010910705253527286,0.7938643514823501,0.870479183213707,chr11_46547059; id:15574;coad
3628,chr12_27682602,20887,PPFIBP1,coad,0.010900490634746025,0.7940530010430066,0.8706229116021654,chr12_27682602; id:20887;coad
26023,chr7_18995926,78890,HDAC9,coad,0.010892725543848153,0.794196419328703,0.8707485935835794,chr7_18995926; id:78890;coad
4358,chr12_68687043,22960,NUP107,coad,0.010857163116711099,0.7948533324786512,0.8713740636056692,chr12_68687043; id:22960;coad
10334,chr18_49911975,45493,MYO5B,coad,0.010850338080511047,0.7949794219252928,0.8714807037379659,chr18_49911975; id:45493;coad
21945,chr4_75800519,69551,USO1,coad,0.010843082664276391,0.7951134683053279,0.8715469851528207,chr4_75800519; id:69551;coad
2862,chr12_103982764,24082,TDG,read,0.010840368247378902,0.7951636196681074,0.8715469851528207,chr12_103982764; id:24082;read
10353,chr18_51058486,45557,SMAD4,read,0.010839898856799608,0.7951722921788225,0.8715469851528207,chr18_51058486; id:45557;read
12507,chr1_171532697,8988,PRRC2C,coad,0.010839267019104027,0.7951839661197582,0.8715469851528207,chr1_171532697; id:8988;coad
30162,chrX_40692348,98321,MED14,read,0.010831285715715677,0.7953314339783061,0.871677026405054,chrX_40692348; id:98321;read
29737,chrX_129575217,90046,OCRL,read,0.010826804825599785,0.7954142290749612,0.8717361799605827,chrX_129575217; id:90046;read
39,chr10_102159243,12939,NOLC1,coad,0.010822027563448768,0.7955025028803147,0.8718013334160126,chr10_102159243; id:12939;coad
23915,chr6_108998765,77154,SESN1,read,0.01080633640188204,0.795792461068078,0.872024310170067,chr6_108998765; id:77154;read
24000,chr6_112185221,77294,LAMA4,coad,0.010802773996158439,0.7958582949581224,0.8720648551194992,chr6_112185221; id:77294;coad
6113,chr14_68909406,28113,ACTN1,coad,0.010792807987913834,0.7960424762568202,0.8722034739308625,chr14_68909406; id:28113;coad
45,chr10_102396392,12948,NFKB2,coad,0.010778707875107863,0.7963030790928688,0.8724574036284665,chr10_102396392; id:12948;coad
30006,chrX_17070021,88583,REPS2,read,0.010774310739787912,0.7963843530032841,0.872481808766258,chrX_17070021; id:88583;read
3782,chr12_45817932,21309,ARID2,read,0.010772820649622896,0.796411895401516,0.872481808766258,chr12_45817932; id:21309;read
4323,chr12_65827979,22877,HMGA2,coad,0.010764165719740567,0.7965718756372161,0.8726212773121997,chr12_65827979; id:22877;coad
17478,chr2_218342048,57459,PNKD,coad,0.010760389565127808,0.7966416778469275,0.8726387145152411,chr2_218342048; id:57459;coad
18835,chr2_99465000,54712,REV1,coad,0.010755724232193783,0.796727918756527,0.8726672515498982,chr2_99465000; id:54712;coad
18480,chr2_69350151,53846,GFPT1,read,0.010744436931162213,0.7969365801505135,0.87283530206961,chr2_69350151; id:53846;read
28417,chr9_123376903,87509,CRB2,coad,0.010739165859370972,0.7970340281734519,0.8729104208468299,chr9_123376903; id:87509;coad
2247,chr11_63719449,16522,RTN3,read,0.010736617218174066,0.7970811468661781,0.8729304155761871,chr11_63719449; id:16522;read
2692,chr11_85707410,18142,SYTL2,read,0.010733229816147806,0.7971437735179845,0.8729673919201767,chr11_85707410; id:18142;read
29918,chrX_150831296,90357,CD99L2,coad,0.0107287406794574,0.7972267711652751,0.8729950649490856,chrX_150831296; id:90357;coad
21059,chr4_141722060,70670,IL15,coad,0.01071927283473478,0.7974018254226016,0.8731235323259209,chr4_141722060; id:70670;coad
3210,chr12_122478313,24958,ZCCHC8,read,0.010704859536538474,0.7976683373911533,0.8733386062848102,chr12_122478313; id:24958;read
7042,chr15_65480405,31167,DPP8,coad,0.010695735727112573,0.7978370551722143,0.8734348492231688,chr15_65480405; id:31167;coad
22929,chr5_16763617,71600,MYO10,coad,0.010693122319438125,0.797885384127755,0.8734348492231688,chr5_16763617; id:71600;coad
17352,chr2_206138433,57113,NDUFS1,coad,0.010690995373388348,0.7979247176662987,0.873443108426247,chr2_206138433; id:57113;coad
23992,chr6_112133521,77294,LAMA4,coad,0.010683880147448862,0.7980563030078034,0.8735239173592578,chr6_112133521; id:77294;coad
12288,chr1_156944223,8336,ARHGEF11,read,0.010668628506295366,0.7983383783167056,0.873726317525548,chr1_156944223; id:8336;read
1543,chr11_120409364,19162,ARHGEF12,read,0.010663826040271988,0.7984272041684932,0.8737384955674156,chr11_120409364; id:19162;read
1911,chr11_33710355,14900,CD59,read,0.010644599195108316,0.7987828477096407,0.8740344860525336,chr11_33710355; id:14900;read
1974,chr11_3828174,14026,RHOG,coad,0.010638919002053791,0.7988879235668551,0.8741178369249524,chr11_3828174; id:14026;coad
15973,chr22_31874231,61894,DEPDC5,read,0.010634217723921275,0.7989748935750379,0.8741813716375583,chr22_31874231; id:61894;read
20756,chr4_102582967,70108,NFKB1,coad,0.010619439614961652,0.7992482933510389,0.8744427446998346,chr4_102582967; id:70108;coad
28839,chr9_18721485,85946,ADAMTSL1,coad,0.01061806031214721,0.7992738121502996,0.8744427446998346,chr9_18721485; id:85946;coad
27565,chr8_38428396,83408,FGFR1,coad,0.010615028238720927,0.7993299099911205,0.8744432715188425,chr8_38428396; id:83408;coad
30330,chrX_50080485,89130,CLCN5,read,0.01059610699897875,0.7996800042218549,0.8747313463902352,chrX_50080485; id:89130;read
7520,chr16_11549753,34012,LITAF,read,0.010575834353770741,0.8000551476761049,0.8750784008919351,chr16_11549753; id:34012;read
24074,chr6_127976802,77492,PTPRK,coad,0.010563966141425716,0.8002747892248487,0.8752262416496318,chr6_127976802; id:77492;coad
21817,chr4_55999694,69337,CEP135,coad,0.010560788685917949,0.8003335961425302,0.8752477566944875,chr4_55999694; id:69337;coad
24381,chr6_152444592,78177,SYNE1,read,0.010559649657984426,0.800354677034202,0.8752477566944875,chr6_152444592; id:78177;read
25951,chr7_157382222,82508,DNAJB6,coad,0.010552517742907053,0.800486676329402,0.8753288089078695,chr7_157382222; id:82508;coad
6002,chr14_61449315,27798,PRKCH,read,0.010550324630548152,0.8005272681524916,0.8753415482744797,chr14_61449315; id:27798;read
27551,chr8_38251815,83376,DDHD2,coad,0.010540716011702374,0.8007051182487084,0.875472717136584,chr8_38251815; id:83376;coad
25505,chr7_116893135,81546,CAPZA2,coad,0.010532363249571831,0.8008597315208703,0.8755784622559544,chr7_116893135; id:81546;coad
12224,chr1_155765699,8126,GON4L,read,0.010529560171002827,0.8009116194725564,0.8756035398860462,chr1_155765699; id:8126;read
23558,chr5_69252312,72310,CDK7,coad,0.010521412636652235,0.8010624439318998,0.8757106338298697,chr5_69252312; id:72310;coad
18635,chr2_75493465,54147,EVA1A,coad,0.010519627065457126,0.8010954988232007,0.8757106338298697,chr2_75493465; id:54147;coad
16787,chr2_168824769,55834,NOSTRIN,read,0.010511606963468995,0.8012439731156656,0.8758402532394849,chr2_168824769; id:55834;read
7910,chr16_31082953,36223,ZNF646,read,0.010494857576032041,0.801554073736959,0.8760265315015814,chr16_31082953; id:36223;read
24316,chr6_150392558,78137,IYD,coad,0.010480042726715967,0.8018283840267186,0.8761504055565164,chr6_150392558; id:78137;coad
30265,chrX_47915875,88942,ZNF81,coad,0.010472500848691217,0.8019680380578975,0.876251700121423,chrX_47915875; id:88942;coad
2885,chr12_105070824,24117,ALDH1L2,coad,0.010465200077380027,0.8021032334924568,0.8762677791265724,chr12_105070824; id:24117;coad
15870,chr22_27914368,61520,PITPNB,coad,0.010465038292294854,0.8021062294900922,0.8762677791265724,chr22_27914368; id:61520;coad
18655,chr2_85621625,54312,USP39,coad,0.01046420587248357,0.8021216446021077,0.8762677791265724,chr2_85621625; id:54312;coad
11715,chr1_109409885,4011,PSMA5,coad,0.010462318941865556,0.8021565878881604,0.8762677791265724,chr1_109409885; id:4011;coad
14451,chr1_77741332,3530,USP33,read,0.010454328879986118,0.8023045569052075,0.8763451020511241,chr1_77741332; id:3530;read
250,chr10_119582087,13266,TIAL1,read,0.010440025863969027,0.8025694540128433,0.8765604917166852,chr10_119582087; id:13266;read
8105,chr16_56758477,36496,NUP93,coad,0.010433217587923843,0.8026955537358909,0.8766032505052183,chr16_56758477; id:36496;coad
21828,chr4_56400931,69356,PPAT,read,0.010426347568521871,0.8028228022347342,0.8767105594161445,chr4_56400931; id:69356;read
2271,chr11_64353953,16645,CCDC88B,coad,0.010411302118792789,0.8031014966430265,0.8769199164579349,chr11_64353953; id:16645;coad
5157,chr13_49663302,25899,EBPL,read,0.01039828336120787,0.8033426697728976,0.8770882624821777,chr13_49663302; id:25899;read
20235,chr3_46676946,64461,ALS2CL,read,0.010390130906416058,0.8034937039136919,0.8771942406033348,chr3_46676946; id:64461;read
16772,chr2_165915131,55811,TTC21B,coad,0.01038113689375715,0.8036603374283514,0.8773128047421345,chr2_165915131; id:55811;coad
17676,chr2_232087434,57980,DIS3L2,coad,0.010380919782173526,0.8036643599995231,0.8773128047421345,chr2_232087434; id:57980;coad
5136,chr13_49255934,25877,CDADC1,read,0.010378152160531479,0.8037156380267192,0.8773179100328801,chr13_49255934; id:25877;read
7840,chr16_28979142,35904,SPNS1,coad,0.010347115475613566,0.8042907381476018,0.8778064872717312,chr16_28979142; id:35904;coad
7277,chr15_78109393,31997,CIB2,coad,0.010333343982384394,0.8045459534963858,0.8779899824462634,chr15_78109393; id:31997;coad
23618,chr5_71632228,72442,MCCC2,coad,0.010326181516503486,0.8046786975879524,0.8781031609376396,chr5_71632228; id:72442;coad
16416,chr2_111982793,54977,MERTK,read,0.010324194722672216,0.8047155204189309,0.8781116612573715,chr2_111982793; id:54977;read
19213,chr3_127722647,66622,MGLL,read,0.010318493872335485,0.8048211812128051,0.8781736365720084,chr3_127722647; id:66622;read
261,chr10_119843115,13277,MCMBP,coad,0.010317997230402314,0.8048303862502728,0.8781736365720084,chr10_119843115; id:13277;coad
20790,chr4_105235134,70187,TET2,coad,0.010315185361999888,0.804882503490046,0.8781988209977071,chr4_105235134; id:70187;coad
22220,chr5_103011084,72886,PAM,read,0.010311280359805396,0.8049548831109032,0.8782461108794513,chr5_103011084; id:72886;read
8943,chr17_37097768,40503,ACACA,coad,0.010303416999548239,0.8051006363673837,0.8783734487746743,chr17_37097768; id:40503;coad
23815,chr5_94053287,72785,FAM172A,read,0.010301405175553793,0.805137928113486,0.8783824490781078,chr5_94053287; id:72785;read
16901,chr2_173358641,56003,CDCA7,coad,0.010292260141647767,0.8053074486541729,0.8784648341586336,chr2_173358641; id:56003;coad
29054,chr9_35616051,86256,CD72,read,0.010287492909604862,0.8053958219577209,0.8784648341586336,chr9_35616051; id:86256;read
4971,chr13_37047438,25657,SUPT20H,read,0.010286676194380893,0.8054109621916812,0.8784648341586336,chr13_37047438; id:25657;read
19484,chr3_149141201,67212,HPS3,read,0.010285321315180913,0.8054360790482603,0.8784648341586336,chr3_149141201; id:67212;read
4920,chr13_28396860,25556,FLT1,coad,0.010280085014612618,0.8055331518797935,0.8784650673759412,chr13_28396860; id:25556;coad
11968,chr1_147254780,7376,CHD1L,read,0.010259832756315104,0.8059086252332689,0.8787067782814243,chr1_147254780; id:7376;read
8125,chr16_57079513,36514,NLRC5,coad,0.010258727745532811,0.8059291132262096,0.8787067782814243,chr16_57079513; id:36514;coad
3830,chr12_47967165,21391,TMEM106C,read,0.010247296220329672,0.806141072805539,0.8788745132652126,chr12_47967165; id:21391;read
5934,chr14_55611982,27633,KTN1,read,0.010222814245133022,0.8065950573006334,0.8792743740514564,chr14_55611982; id:27633;read
12305,chr1_157520563,8342,FCRL5,coad,0.01021595184917571,0.8067223226478003,0.8793497188338458,chr1_157520563; id:8342;coad
24224,chr6_137198368,77930,IFNGR1,coad,0.010202487380950698,0.8069720403840851,0.8795383710275402,chr6_137198368; id:77930;coad
19041,chr3_121727088,66400,GOLGB1,coad,0.010187059202185413,0.8072582020537775,0.879743606857511,chr3_121727088; id:66400;coad
3023,chr12_111748293,24532,ACAD10,coad,0.010181953638398399,0.8073529056559542,0.8797834131350869,chr12_111748293; id:24532;coad
29989,chrX_15845526,88569,AP1S2,coad,0.010173945749339747,0.807501450445957,0.8798501826045814,chrX_15845526; id:88569;coad
10272,chr18_36844193,45281,KIAA1328,coad,0.010149579622817158,0.807953479931667,0.8801043251488297,chr18_36844193; id:45281;coad
8091,chr16_53687802,36420,RPGRIP1L,coad,0.010145687708428771,0.8080256869146207,0.8801043251488297,chr16_53687802; id:36420;coad
14234,chr1_53235465,3055,MAGOH,read,0.010138731054649602,0.8081547583030089,0.8801515032197151,chr1_53235465; id:3055;read
6874,chr15_52269695,30645,MYO5C,coad,0.010138448158234177,0.8081600071771142,0.8801515032197151,chr15_52269695; id:30645;coad
14464,chr1_77926619,3537,NEXN,coad,0.010137079356514308,0.8081854041136693,0.8801515032197151,chr1_77926619; id:3537;coad
18308,chr2_53920392,53562,PSME4,coad,0.010134590898055474,0.808231575832679,0.880170093654246,chr2_53920392; id:53562;coad
27954,chr8_93755752,84532,TMEM67,read,0.01010645748885415,0.8087536191377899,0.8805166742556679,chr8_93755752; id:84532;read
6624,chr15_41520700,30095,RPAP1,read,0.010104848076691878,0.8087834859463855,0.8805174951387074,chr15_41520700; id:30095;read
20665,chr3_89407178,65671,EPHA3,read,0.010098885881844696,0.8088941323258014,0.880606257007914,chr3_89407178; id:65671;read
17248,chr2_201286608,56812,CASP8,coad,0.010093990898788555,0.8089849762437121,0.8806417580798688,chr2_201286608; id:56812;coad
25275,chr7_100548747,80957,AGFG2,coad,0.010073812240221587,0.8093594905213951,0.8808902429750693,chr7_100548747; id:80957;coad
21115,chr4_145885602,70766,ZNF827,coad,0.01007227662869569,0.8093879931319946,0.8808902429750693,chr4_145885602; id:70766;coad
13941,chr1_39295730,1877,MACF1,coad,0.010060830598710782,0.8096004517699179,0.8809872148090657,chr1_39295730; id:1877;coad
19743,chr3_179580797,67695,ACTL6A,read,0.010058741503887811,0.8096392305896993,0.8809872148090657,chr3_179580797; id:67695;read
8732,chr17_2420660,38402,METTL16,read,0.010058060928353253,0.8096518638727985,0.8809872148090657,chr17_2420660; id:38402;read
18338,chr2_55656375,53629,PNPT1,read,0.010054122469637793,0.8097249730612778,0.8810350689009011,chr2_55656375; id:53629;read
21247,chr4_163148445,71008,NAF1,coad,0.010052258533610199,0.809759573684072,0.8810410211552903,chr4_163148445; id:71008;coad
1191,chr10_94340501,12583,NOC3L,read,0.010048127767452425,0.8098362552562455,0.8810927565820764,chr10_94340501; id:12583;read
16478,chr2_119955143,55140,PTPN4,read,0.010040434198539533,0.8099790798520338,0.8811354240746109,chr2_119955143; id:55140;read
19492,chr3_149202079,67213,CP,read,0.01003748463877156,0.8100338376068434,0.8811354240746109,chr3_149202079; id:67213;read
17637,chr2_230361595,57887,SP140L,read,0.010036599418181982,0.8100502716612517,0.8811354240746109,chr2_230361595; id:57887;read
1892,chr11_32589181,14845,EIF3M,coad,0.01002765951538091,0.8102162449719097,0.881252574142317,chr11_32589181; id:14845;coad
837,chr10_68396826,11937,RUFY2,coad,0.010022339901247377,0.8103150100372903,0.8812966118370976,chr10_68396826; id:11937;coad
8787,chr17_29287741,40042,NUFIP2,coad,0.010008710317336824,0.810568073477145,0.8814767504068837,chr17_29287741; id:40042;coad
20131,chr3_39146606,64170,CSRNP1,read,0.010003713461785024,0.8106608561264277,0.8815142587741355,chr3_39146606; id:64170;read
4987,chr13_39694797,25703,COG6,read,0.009999274444153754,0.810743282951089,0.8815721946020381,chr13_39694797; id:25703;read
17553,chr2_222921248,57755,ACSL3,read,0.009996541835476477,0.8107940250060515,0.8815916650468794,chr2_222921248; id:57755;read
