,crc_str,as_id,gene_names,cancer_type,pearson_coefficient,p_value,adjusted_p_value,gene_function
15894,chr22_29273725,61578,EWSR1,coad,0.1293509059916547,0.0018660907779580256,0.01347979832322438,
23916,chr6_109155670,77160,CEP57L1,coad,0.12931576604512038,0.0018714832824558657,0.01351229693909708,
26558,chr7_76303887,80165,HSPB1,coad,0.12930604357327996,0.0018729777926619648,0.013517442277633237,
7615,chr16_16071730,34210,ABCC1,coad,0.1293053152900227,0.0018730897862642055,0.013517442277633237,
11147,chr19_41894611,50098,ARHGEF1,coad,0.12929040940804176,0.0018753833242963673,0.013530765420644948,
8873,chr17_31349087,40143,NF1,coad,0.12928717357897726,0.0018758815545738535,0.01353113227237925,
6846,chr15_51499116,30618,DMXL2,coad,0.12926668445181627,0.0018790391427777721,0.013547446692089085,
28694,chr9_133055989,88004,GTF3C5,coad,0.12925502214042286,0.0018808386004911324,0.01355718862532276,
27320,chr8_18025337,82834,PCM1,coad,0.12917918692651048,0.0018925782966664547,0.013633795031295979,
11215,chr19_45299794,50420,MARK4,coad,0.12915798308045542,0.001895872752568514,0.013652540809865407,
14580,chr1_9128688,558,GPR157,coad,0.12911425037617932,0.0019026841291487288,0.013696580922200855,
3467,chr12_19129775,20643,PLEKHA5,coad,0.12911290432234224,0.0019028941324214911,0.013696580922200855,
19901,chr3_196471998,68246,RNF168,read,0.12909047147695063,0.0019063970976744896,0.013712004808362648,
9597,chr17_59001720,42721,TRIM37,coad,0.12908532703770417,0.0019072012515354204,0.013714527306868472,
20088,chr3_38009533,64008,PLCD1,coad,0.12899325044179705,0.001921646867372302,0.013801997032456726,
7397,chr15_90456299,32487,IQGAP1,coad,0.12896057433789587,0.0019267973657318288,0.013829137713943798,
25012,chr6_7210918,75251,RREB1,coad,0.12895197901733038,0.0019281542826891911,0.013832311736227369,
25911,chr7_155737508,82436,RBM33,coad,0.12894464268317063,0.0019293131395211075,0.013837343112358524,
17872,chr2_241651226,58398,ATG4B,coad,0.1289119061144995,0.0019344920279506378,0.013871197578323148,
27330,chr8_1869054,82558,ARHGEF10,coad,0.12890260163985423,0.0019359663071279222,0.013875706842568544,
1258,chr10_98208277,12756,R3HCC1L,coad,0.1289021465074264,0.0019360384485250211,0.013875706842568544,
21141,chr4_147966846,70799,ARHGAP10,coad,0.12888387076936686,0.0019389373047405075,0.013893190898336094,
20058,chr3_37329111,63982,GOLGA4,coad,0.12885674349648357,0.0019432475007250128,0.013914185762175194,
20411,chr3_50257050,64967,GNAI2,coad,0.12869289273975135,0.0019694684900005777,0.01408526235045341,
29365,chr9_85678184,86731,AGTPBP1,coad,0.12867153840653123,0.001972909575098956,0.014103202575955548,
18843,chr3_100297883,65815,TBC1D23,coad,0.12865825245139278,0.0019750532805221954,0.014115190564601558,
24550,chr6_17898193,75454,KIF13A,coad,0.12863339365211693,0.001979070007628035,0.01414055572424047,
18605,chr2_74374434,54042,DCTN1,coad,0.128618533021854,0.001981474783871347,0.014151687637857584,
15375,chr20_62879689,60089,DIDO1,coad,0.12858182607643007,0.00198742624264083,0.014183507953910313,
11529,chr19_56576720,52184,ZNF470,coad,0.12857400749512132,0.0019886960157752794,0.014188827722131342,
12960,chr1_207770399,9652,CD46,coad,0.12855194210979948,0.001992283541179303,0.014200688874270936,
26927,chr8_102653448,84779,KLF10,coad,0.12855040362980036,0.00199253389747473,0.014200688874270936,
11333,chr19_49807227,51072,FUZ,coad,0.12854968527773492,0.0019926508045100297,0.014200688874270936,
5079,chr13_46681719,25841,LRCH1,coad,0.12853505387718855,0.0019950333347460666,0.014214318777242586,
22844,chr5_154052891,74208,MFAP3,read,0.12851764169345212,0.00199787207686077,0.014221494859959986,
27336,chr8_20215012,82900,ATP6V1B2,coad,0.12851733957649988,0.001997921364191436,0.014221494859959986,
18595,chr2_73919488,53995,ACTG2,coad,0.12850736268546067,0.0019995496186534013,0.014229736050864028,
10546,chr19_10681305,47567,ILF3,coad,0.12848793478002776,0.002002723789330651,0.014248972243779237,
26917,chr8_102285470,84777,UBR5,coad,0.12846752606135114,0.0020060631741687985,0.014269374577313103,
2104,chr11_5666091,14072,TRIM5,coad,0.12843844346353633,0.002010830632713061,0.014296561468360728,
2395,chr11_67611479,17252,NDUFV1,coad,0.12840826266070535,0.002015789081285164,0.014318351517959085,
8447,chr16_87411504,37945,ZCCHC14,coad,0.12840346815131629,0.0020165778076051567,0.01431981792617349,
5044,chr13_42313802,25751,AKAP11,coad,0.12840125215033016,0.002016942448851019,0.01431981792617349,
28949,chr9_32429388,86056,ACO1,coad,0.12839022263168154,0.0020187582454389437,0.01432934595946981,
22492,chr5_136049370,73472,TGFBI,coad,0.12838218202873555,0.002020082917755411,0.014335384290828816,
23425,chr5_60893143,72169,ERCC8,coad,0.1283729078304658,0.002021611810262062,0.014337293324156073,
27124,chr8_125007373,85120,SQLE,coad,0.12834251110650555,0.0020266302712682047,0.014367938263556092,
9297,chr17_44883029,41901,EFTUD2,coad,0.1283399988759646,0.0020270455470522016,0.014367938263556092,
11701,chr1_108699519,3945,PRPF38B,coad,0.1283241492371519,0.0020296673141324225,0.014373245264891327,
11961,chr1_15112330,733,KAZN,coad,0.12832398091590913,0.0020296951736270743,0.014373245264891327,
14568,chr1_90022271,3728,ZNF326,coad,0.128319358195781,0.002030460434572233,0.014375298652536795,
30027,chrX_20162858,88667,RPS6KA3,coad,0.12830437032353448,0.002032943394644106,0.014382777303160465,
6583,chr15_40458468,29982,BAHD1,coad,0.12828257339767918,0.0020365593332298767,0.014404989951716001,
27937,chr8_89958872,84396,NBN,coad,0.12823476013661575,0.0020445118020881083,0.014448986491622346,
10822,chr19_19640369,48669,GMIP,coad,0.12823238799524309,0.002044907083832387,0.014448986491622346,
2140,chr11_58527549,16009,LPXN,coad,0.12823082143649453,0.0020451681656682183,0.014448986491622346,
23542,chr5_68288827,72291,PIK3R1,coad,0.12822735174894478,0.0020457465305233585,0.014449697294647124,
8177,chr16_58678795,36678,SLC38A7,coad,0.12821581283622363,0.002047671037362545,0.014456538404535521,
25010,chr6_7210780,75251,RREB1,coad,0.1281863531657083,0.002052591957669236,0.014475441012718452,
3831,chr12_48046852,21406,SENP1,coad,0.12818545895751876,0.0020527414945792507,0.014475441012718452,
6667,chr15_42384421,30146,CAPN3,coad,0.12817864503811616,0.002053881302133132,0.014480102560143723,
11041,chr19_37089177,49440,ZNF420,coad,0.12815608667535183,0.002057658916175584,0.014501492969984917,
18709,chr2_8786183,52600,KIDINS220,coad,0.12815480170786542,0.002057874287557456,0.014501492969984917,
25323,chr7_102273423,81068,CUX1,coad,0.12815100904392313,0.0020585100902954,0.01450259438178066,
28771,chr9_137792041,88338,EHMT1,coad,0.12809894369914732,0.002067256521680816,0.014554044110390196,
30139,chrX_40054105,88826,BCOR,coad,0.1280829241775518,0.0020699544655775927,0.014566257052441668,
18140,chr2_38582108,53258,HNRNPLL,coad,0.12806437524799588,0.002073082426719821,0.014584875086331934,
16168,chr22_42082039,62494,SMDT1,coad,0.12805813478498967,0.002074135746364779,0.014585500034597243,
9403,chr17_49705220,42317,SLC35B1,coad,0.128042859734242,0.002076716068764457,0.014596871127508345,
22165,chr4_94226329,69963,SMARCAD1,coad,0.1280196359620948,0.002080644748078199,0.014621073514318107,
23229,chr5_35628583,71766,SPEF2,coad,0.12801457981168643,0.002081500979079117,0.01462369270900067,
9405,chr17_49705804,42317,SLC35B1,coad,0.12797825210396496,0.0020876623594003312,0.014653364599689724,
5877,chr14_52861072,27557,FERMT2,coad,0.12793975309808947,0.002094210210489781,0.014692504712656792,
29752,chrX_129814803,90051,ZDHHC9,coad,0.12792966958192403,0.002095928301161835,0.014701148299777297,
10914,chr19_32619402,48896,ANKRD27,coad,0.12792279835072556,0.002097099801805803,0.0147059549050815,
15353,chr20_62128826,60039,LSM14B,coad,0.1279028478080957,0.0021005046359794913,0.01472641694835413,
5698,chr14_35028069,27180,SRP54,coad,0.12789435665519044,0.0021019553013769056,0.014733172210925726,
21877,chr4_68330216,69420,YTHDC1,coad,0.12788187632721504,0.0021040891582031875,0.0147447119068247,
3773,chr12_4525420,19768,C12orf4,coad,0.12787185393767145,0.0021058041969207863,0.014749895307056317,
8759,chr17_28684828,39942,SUPT6H,coad,0.1278301224082009,0.002112959082663134,0.014791110877368816,
3837,chr12_48074801,21406,SENP1,coad,0.12782613079842547,0.002113644609422649,0.014791110877368816,
24456,chr6_158784829,78288,EZR,coad,0.12779987510283303,0.002118158885511427,0.014811682898423622,
6761,chr15_47764801,30463,SEMA6D,coad,0.12776540164311334,0.0021240994743586734,0.014836810300687776,
30063,chrX_23784030,88697,SAT1,coad,0.12773793814680856,0.0021288429824532426,0.014861200434520588,
25907,chr7_155706996,82436,RBM33,coad,0.12773665208420348,0.0021290653490751432,0.014861200434520588,
28887,chr9_2077593,85726,SMARCA2,coad,0.1277239087001369,0.0021312698919622444,0.014869725001706592,
26173,chr7_30446093,79116,NOD1,coad,0.12767865353135344,0.002139115695766455,0.014921022651858032,
11913,chr1_1204502,36,TNFRSF18,coad,0.12766409502536075,0.0021416452864325927,0.014931780011100453,
9571,chr17_57677164,42610,MSI2,coad,0.12765181119644017,0.002143781771616601,0.014943231086089904,
1296,chr11_102331208,18445,BIRC3,coad,0.1276404628855109,0.0021457572771717954,0.014953149469126707,
16963,chr2_178499183,56176,PLEKHA3,coad,0.12763795839375128,0.002146193481417723,0.014953149469126707,
17716,chr2_233437324,101805,DGKD,coad,0.12758486481802755,0.0021554598260076423,0.01500733941933728,
9053,chr17_39178090,40626,CACNB1,coad,0.12757608624786895,0.0021569954568270914,0.01501112001650607,
15329,chr20_57659666,59946,PMEPA1,coad,0.12756715815021388,0.0021585582704539696,0.015018540347338467,
985,chr10_75022076,12265,KAT6B,coad,0.12753529498693597,0.002164144184182883,0.015050480765833825,
24784,chr6_42929620,76199,CNPY3,coad,0.1275260785606611,0.0021657623735180363,0.015054811074937486,
19093,chr3_122550530,66441,PARP9,coad,0.12751947489809756,0.0021669225027818504,0.01505941431448462,
221,chr10_11485084,10750,USP6NL,coad,0.1274844926667288,0.002173077652877854,0.015085203711173105,
18351,chr2_55874927,53636,EFEMP1,coad,0.12745212517497348,0.0021787869711289713,0.015116377135930826,
12171,chr1_155014920,7875,ZBTB7B,coad,0.1274290536219903,0.0021828649421112576,0.015128494540365488,
19291,chr3_134546352,66874,CEP63,read,0.12739378751901392,0.002189111825624444,0.015161366422260432,
15478,chr21_25706169,60253,JAM2,coad,0.12738506222207374,0.0021906599065582904,0.015163215275802016,
15546,chr21_32755128,60374,PAXBP1,coad,0.12738364589828416,0.0021909112914089987,0.015163215275802016,
18845,chr3_100304995,65815,TBC1D23,coad,0.1273809821090851,0.00219138416169716,0.015163215275802016,
1268,chr10_99403807,12774,GOT1,coad,0.12736812800890418,0.002193667306373199,0.015175541555639844,
29603,chrX_108151655,89848,ATG4A,coad,0.1273507333270663,0.002196760411502894,0.015186518547635438,
18597,chr2_73950510,54002,DGUOK,coad,0.12727342834724412,0.0022105549963072424,0.015264437411715195,
20554,chr3_62874688,65499,CADPS,coad,0.1272573804237383,0.0022134285528609358,0.015280791276256334,
27539,chr8_37749783,83343,ERLIN2,coad,0.12724727257374943,0.0022152402262988107,0.015289808453767123,
10598,chr19_11913321,47757,ZNF69,read,0.127198224450143,0.0022240505935527274,0.015336618833105845,
29916,chrX_150816051,90357,CD99L2,coad,0.12719273208584753,0.002225039161846793,0.015339938329167144,
4978,chr13_38360694,25698,UFM1,coad,0.12717781088977095,0.0022277268494903008,0.015351469255601309,
19713,chr3_172523236,67647,TNFSF10,coad,0.12716484838119368,0.002230064135815037,0.015364075122488793,
6389,chr14_93226950,29026,UBR7,coad,0.12715812821781328,0.002231276738938067,0.015368125264828982,
11435,chr19_52283448,51429,ZNF766,coad,0.12715192913419868,0.0022323958514357278,0.015368125264828982,
20750,chr4_102525483,70108,NFKB1,coad,0.12715162530146476,0.0022324507151493854,0.015368125264828982,
20556,chr3_64522137,65526,ADAMTS9,coad,0.12715033074104218,0.0022326844904499436,0.015368125264828982,
8753,chr17_28674285,39942,SUPT6H,coad,0.12714452018502273,0.0022337340523298378,0.01537185128844504,
4842,chr13_19852004,25405,ZMYM5,coad,0.12714090872320416,0.0022343866186025564,0.015372844240135195,
11537,chr19_57776444,52336,ZNF586,coad,0.12713658998379554,0.002235167213821715,0.015374717394140952,
24174,chr6_135318465,77886,AHI1,coad,0.12713114715583113,0.0022361513386234383,0.015377989367136401,
7417,chr15_90769421,32491,BLM,coad,0.1270915642136703,0.0022433203025707536,0.015423783257843247,
4300,chr12_65368924,22871,MSRB3,read,0.12706717165860998,0.0022477485517446777,0.015447051779983323,
2118,chr11_57321960,15827,TNKS1BP1,coad,0.12706448489654734,0.0022482367973379594,0.015447051779983323,
5164,chr13_50929412,25926,RNASEH2B,coad,0.12704784725202495,0.00225126239358053,0.015464326843934392,
15389,chr20_62967342,60096,SLC17A9,coad,0.12701308519721483,0.002257595970317111,0.015504312016857636,
21380,chr4_185502255,71367,PDLIM3,coad,0.1269950176337737,0.0022608942710095124,0.015522709478874932,
20732,chr4_100415967,70089,EMCN,coad,0.12699278963756858,0.002261301304808165,0.015522709478874932,
12631,chr1_180178927,9130,QSOX1,coad,0.12698975042580388,0.0022618566479750643,0.015522998483777133,
17360,chr2_207124039,57167,KLF7,coad,0.1269826798726364,0.0022631491044964517,0.015528344978560612,
19681,chr3_171139364,67627,TNIK,coad,0.12697322089562407,0.0022648792064773877,0.0155366912224787,
8037,chr16_4877343,33867,UBN1,coad,0.12693473584313836,0.0022719308153321687,0.015570937573016414,
15916,chr22_30016369,61690,MTMR3,coad,0.1269177059011095,0.0022750576062152837,0.015588834911640521,
17938,chr2_26204043,52885,HADHA,coad,0.1268978622232958,0.002278705974240529,0.01561029721198297,
14686,chr20_10658451,58691,JAG1,coad,0.12688011900207072,0.0022819726879005037,0.015625597452015107,
5192,chr13_52072115,25981,NEK5,coad,0.1268732023340002,0.0022832472779054694,0.015630786310604553,
14482,chr1_7852885,520,UTS2,coad,0.12686346021697983,0.002285043639387086,0.015639543985802765,
23478,chr5_65637631,72243,TRAPPC13,coad,0.12685363799091376,0.0022868560794168697,0.01564338726493833,
9029,chr17_38322032,40572,MRPL45,coad,0.12685200878069627,0.002287156835363111,0.01564338726493833,
5107,chr13_48360005,25856,RB1,coad,0.126844457744269,0.002288551245965079,0.015649385583136742,
2266,chr11_64200351,16567,STIP1,coad,0.1268338666225932,0.0022905083620094217,0.015655689357960443,
5584,chr14_23127309,26710,SLC7A8,coad,0.12682292543094253,0.0022925317725484965,0.015665979091895453,
6397,chr14_95105529,29161,DICER1,coad,0.12680546434030532,0.0022957643242406157,0.0156809828334818,
10318,chr18_46844842,45421,PIAS2,coad,0.1267783148368749,0.0023007987522872383,0.015702408087404814,
11201,chr19_44177452,50290,ZNF226,coad,0.12677735043724697,0.002300977769660378,0.015702408087404814,
21227,chr4_15993919,68819,PROM1,coad,0.12675980765207095,0.002304236383496364,0.015721098447743633,
2616,chr11_77130574,17944,MYO7A,coad,0.12674900093013058,0.002306245855499176,0.01573125978790541,
30552,chrX_73584593,89513,CHIC1,coad,0.12673200387084746,0.0023094096382256005,0.015749288502397586,
12551,chr1_172579316,9010,SUCO,coad,0.1266959376274004,0.002316136038980649,0.015784482762273483,
29575,chrX_101362706,89637,BTK,coad,0.12667831481785752,0.0023194292199184567,0.01580336489219052,
30283,chrX_48808239,89011,HDAC6,coad,0.12665145536790337,0.0023244566831466737,0.01583048691325628,
22348,chr5_126593309,73170,ALDH7A1,coad,0.12664344800770497,0.0023259573992886096,0.015837141274534894,
10677,chr19_15403684,48076,AKAP8L,coad,0.12663997944913374,0.002326607741104114,0.015838003855434147,
4511,chr12_79778520,23526,PPP1R12A,coad,0.12662984471302421,0.0023285089181410783,0.015843530162160897,
21400,chr4_20712793,68876,PACRGL,coad,0.12662727564093346,0.0023289910762429276,0.015843530162160897,
14917,chr20_3572957,58589,ATRN,coad,0.12662253494632883,0.002329881039342709,0.01584602024621548,
24540,chr6_17787925,75454,KIF13A,coad,0.1266150469297028,0.002331287385674044,0.01585202045407182,
6603,chr15_40856877,30054,SPINT1,coad,0.12661185689119098,0.0023318867516336464,0.015852529104094785,
7331,chr15_84620730,32289,ZSCAN2,coad,0.12659432800867457,0.0023351827086046614,0.015864241020159025,
7259,chr15_76260520,31930,ETFA,coad,0.12658778222208245,0.0023364146040451153,0.01586904551972704,
13962,chr1_39414152,1877,MACF1,read,0.1265568398078864,0.0023422459027176742,0.015901510062333573,
28879,chr9_20346631,85978,MLLT3,coad,0.1265460703476342,0.002344278593609052,0.01590816828891761,
2903,chr12_106870998,24156,RIC8B,coad,0.12653343013009166,0.0023466664373155794,0.015919093118440666,
13709,chr1_31065660,1443,PUM1,coad,0.12651521582988964,0.002350111179024112,0.015934858704132616,
25385,chr7_105614351,81304,ATXN7L1,coad,0.12649844086169554,0.00235328779451278,0.01593721483576546,
13889,chr1_36348688,1772,STK40,coad,0.1264983689517098,0.0023533014202852883,0.01593721483576546,
29714,chrX_124057823,90029,STAG2,coad,0.12649287987938626,0.002354341722885717,0.01593722600865758,
17612,chr2_229231898,57837,PID1,coad,0.1264927995766792,0.00235435694517051,0.01593722600865758,
13715,chr1_31633077,1487,PEF1,coad,0.12643764874997407,0.0023648326612325608,0.01599456669200344,
9940,chr17_78692555,43890,CYTH1,coad,0.12643706883435588,0.0023649430400608158,0.01599456669200344,
24238,chr6_138945198,77947,REPS1,coad,0.12642594785232075,0.0023670606738725665,0.01600530965376163,
5172,chr13_50956444,25926,RNASEH2B,coad,0.12640965890441172,0.002370165506395891,0.016022721444109014,
25993,chr7_16794841,78869,AGR2,coad,0.12640502241927645,0.0023710499454084747,0.01602511856958197,
28197,chr9_109448903,87164,PTPN3,coad,0.12639200827334254,0.002373534086873708,0.01603653855710082,
11249,chr19_46387318,50558,PPP5C,coad,0.12637567795849552,0.0023766545810059913,0.01605223711534752,
22650,chr5_14479899,71584,TRIO,coad,0.12636158503585182,0.0023793505517669795,0.01606685810185137,
6457,chr15_101429918,32759,PCSK6,coad,0.1263362626467276,0.002384201732772148,0.016085345275717797,
29912,chrX_150769053,90357,CD99L2,coad,0.1263289270872598,0.00238560874150176,0.01609115441273879,
6825,chr15_50619669,30600,TRPM7,coad,0.1263203271452637,0.002387259232551415,0.016098696875923645,
3803,chr12_47667856,21339,RPAP3,coad,0.12631037850554527,0.0023891698647979906,0.016103251834601085,
849,chr10_68449974,11946,DNA2,coad,0.12620955387123017,0.0024086121215457492,0.016210353479518873,
20794,chr4_105269588,70187,TET2,coad,0.12618947506401756,0.002412501170356695,0.016226010915725647,
28389,chr9_123010422,87498,RABGAP1,coad,0.12618830500925343,0.002412727974033425,0.016226010915725647,
9211,chr17_42774793,41127,VPS25,coad,0.1261841713810099,0.002413529393322794,0.016226010915725647,
2979,chr12_110135389,24409,IFT81,coad,0.12618342166187013,0.0024136747733508467,0.016226010915725647,
10464,chr18_75063982,45821,ZNF407,coad,0.12617817842142337,0.0024146917275015855,0.016226010915725647,
15246,chr20_49845206,59750,SLC9A8,coad,0.12617802096787228,0.00241472227249731,0.016226010915725647,
2489,chr11_72009202,17513,NUMA1,coad,0.1261694208411843,0.0024163911787192867,0.01622661653033007,
14047,chr1_43435138,2175,SZT2,coad,0.12616899343446825,0.0024164741470179703,0.01622661653033007,
9165,chr17_41996390,40966,DNAJC7,coad,0.1261622035812503,0.002417792543889064,0.01622861417885591,
8825,chr17_30420729,40110,CPD,coad,0.12615811166553398,0.002418587394908483,0.016230347406036624,
2827,chr12_10129971,20309,CLEC7A,coad,0.1261438450456348,0.0024213605393139347,0.016245352597948085,
7401,chr15_90476772,32487,IQGAP1,coad,0.1261203530872669,0.0024259332298099427,0.016269078102930996,
10196,chr18_2674161,44483,SMCHD1,coad,0.12611632193382166,0.0024267186824595455,0.01627047363134315,
28589,chr9_129903043,87876,FNBP1,coad,0.1260538977979975,0.0024389114207737485,0.01633411778593933,
20989,chr4_128888699,70587,SCLT1,coad,0.12603594792106124,0.0024424277434878733,0.016350426538687634,
15088,chr20_417396,58450,RBCK1,coad,0.12602708439810628,0.002444165784989966,0.016354821718367597,
6127,chr14_72978805,28247,ZFYVE1,coad,0.12598347815320282,0.0024527329504107154,0.01640126201308249,
8445,chr16_87410338,37945,ZCCHC14,coad,0.12597879024833847,0.00245365559630954,0.016401822289110624,
5612,chr14_30721803,27062,SCFD1,coad,0.12597540210598335,0.0024543226277784465,0.016401822289110624,
17588,chr2_224854949,57781,DOCK10,coad,0.12596956788319288,0.0024554716126641944,0.01640506713607876,
18399,chr2_62864952,53718,EHBP1,coad,0.12593245633463707,0.002462791817582503,0.016439447919395896,
26029,chr7_21428304,78912,SP4,coad,0.12592709730925364,0.0024638505224928394,0.016442885933979683,
28523,chr9_128233912,87721,DNM1,coad,0.12591397302313134,0.0024664450517355775,0.016456569730805767,
7010,chr15_64136495,31086,SNX1,coad,0.1259106985264704,0.0024670927728054313,0.016457260898434113,
4283,chr12_6470541,19862,VAMP1,coad,0.12588509617600668,0.0024721624724414414,0.016483808196426673,
10816,chr19_19342662,48628,MAU2,coad,0.1258789489208451,0.002473381147794489,0.016487841350107203,
14885,chr20_34581690,59031,PIGU,coad,0.1258747178587799,0.002474220261978481,0.016487841350107203,
3291,chr12_123660022,25101,GTF2H3,coad,0.1258737977544547,0.0024744027736199902,0.016487841350107203,
22099,chr4_87114420,69852,AFF1,coad,0.12584790064191326,0.0024795447597882833,0.01651119138260604,
20754,chr4_102576781,70108,NFKB1,coad,0.12582980997190396,0.002483142525236217,0.016520599576720058,
5829,chr14_50358147,27473,CDKL1,coad,0.12581325041687716,0.002486439966882838,0.016535263148278682,
4442,chr12_71524377,23402,LGR5,coad,0.12572139974516,0.002504802500597097,0.016624479181601756,
13527,chr1_241882035,10437,EXO1,coad,0.1256827298381456,0.0025125702270106065,0.0166687182531116,
28666,chr9_132346382,87976,SETX,coad,0.12566970529096383,0.0025151914459738737,0.01667513487143354,
20822,chr4_108064358,70286,LEF1,coad,0.12566199836732228,0.002516743656101234,0.01668176898504971,
9163,chr17_41994803,40966,DNAJC7,coad,0.12565334366628517,0.0025184877947327204,0.016689672075304803,
14873,chr20_34466325,59022,ITCH,coad,0.12563307969731194,0.0025225758055842104,0.016713100819253986,
1280,chr11_1006494,13821,AP2A2,coad,0.12562958685552056,0.0025232810555662257,0.016714112029259855,
920,chr10_72860457,12099,MCU,coad,0.12561304658010108,0.002526623194764129,0.016729450308471235,
23207,chr5_34818872,71716,RAI14,coad,0.12561265239488373,0.0025267028933409355,0.016729450308471235,
16124,chr22_40798944,62356,SLC25A17,coad,0.12558073836095765,0.002533163066322189,0.016761215694796456,
29716,chrX_124071129,90029,STAG2,coad,0.1255595741097293,0.00253745552884621,0.01678594542212459,
9073,chr17_39509799,40649,CDK12,coad,0.12550149403776995,0.0025492692456947613,0.016852275611952752,
8877,chr17_31374157,40143,NF1,coad,0.12549576981825133,0.0025504362864778047,0.016852275611952752,
17942,chr2_27026260,52919,MAPRE3,coad,0.12548270716269744,0.002553101295990328,0.016863627145059505,
11061,chr19_38700955,49687,ACTN4,coad,0.12547584466487205,0.0025545023827306087,0.01686409261323188,
5660,chr14_32696169,27135,AKAP6,coad,0.12547416942905892,0.002554844514922416,0.01686409261323188,
15772,chr22_19962576,61096,COMT,coad,0.12545822146800734,0.002558103648945612,0.016881921200602234,
20140,chr3_40462030,64219,RPL14,read,0.1254347433135433,0.002562908558582181,0.016907258481830754,
937,chr10_73378892,12145,ANXA7,coad,0.1254312703410999,0.002563620016454814,0.016907258481830754,
10790,chr19_18856090,48507,UPF1,coad,0.12541865995513646,0.0025662048394965685,0.01692061595172743,
7780,chr16_24970598,35664,ARHGAP17,coad,0.12539754532446162,0.0025705381489782614,0.016941801332719005,
26554,chr7_75987501,80146,TMEM120A,coad,0.12537954398839904,0.002574237792939041,0.01696179006837848,
13082,chr1_21705687,994,USP48,coad,0.12537460968997982,0.0025752527401915934,0.01696179006837848,
8159,chr16_58392655,36636,GINS3,coad,0.1253746063364036,0.002575253430120482,0.01696179006837848,
15776,chr22_20089873,61132,DGCR8,coad,0.12536478416408456,0.0025772748623494332,0.016971408276019728,
16579,chr2_137970303,55466,HNMT,coad,0.12535812182851477,0.0025786468143641082,0.016976746386687516,
10740,chr19_17228385,48242,OCEL1,coad,0.12534743551015134,0.0025808488024781917,0.016987545599772124,
15391,chr20_63202295,60097,YTHDF1,coad,0.12533925734386592,0.002582535127131331,0.01699165768037242,
19425,chr3_142540865,67118,ATR,coad,0.12531934609389378,0.002586644997035842,0.01700841467942861,
26816,chr7_94554637,80490,CASD1,coad,0.12531798645133851,0.0025869258575311957,0.01700841467942861,
25786,chr7_143382972,82114,ZYX,read,0.12531465600551076,0.002587613943102702,0.01700841467942861,zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
30610,chrX_85379416,89561,POF1B,coad,0.1252849550305567,0.00259375768792325,0.017035658008833006,
20812,chr4_106116113,70263,TBCK,coad,0.12525456538838362,0.00260005765179761,0.017058295808811002,
26836,chr7_98232982,80578,TECPR1,coad,0.1252493140624239,0.002601147697557069,0.017060723960490146,
23772,chr5_886498,71452,BRD9,coad,0.12520890537552476,0.0026095494954202296,0.017098315530542644,
10030,chr17_81589111,44130,NPLOC4,coad,0.12518671456417207,0.0026141739409015767,0.017121197670543133,
13157,chr1_222724168,9894,BROX,coad,0.12512579049404776,0.002626908634722824,0.01718971260432536,
15170,chr20_46350421,59667,SLC35C2,coad,0.1251181063772293,0.002628518822813908,0.017192809644465106,
3765,chr12_43730346,21243,PUS7L,coad,0.12511507568858188,0.0026291541437029483,0.01719324693541528,
7221,chr15_74450763,31719,UBL7,coad,0.12511225138551138,0.0026297463261718665,0.017193401996339838,
6727,chr15_43492238,30259,TP53BP1,coad,0.12510482119508143,0.002631304823577651,0.017199873436158645,
24648,chr6_34858143,75791,UHRF1BP1,coad,0.12509210269678328,0.0026339745087571153,0.017211079031708213,
10898,chr19_3028392,46642,TLE2,coad,0.12509123272636508,0.002634157210705152,0.017211079031708213,
9553,chr17_57106585,42603,AKAP1,coad,0.12508329794625075,0.002635824122307195,0.017215223252042017,
8191,chr16_66387123,36703,CDH5,coad,0.1250817229795141,0.0026361551003254756,0.017215223252042017,
21684,chr4_4306119,68664,ZBTB49,coad,0.12501767355784127,0.0026496471816073053,0.017282419453895394,
2985,chr12_110162993,24409,IFT81,coad,0.1250063566930465,0.0026520376254324813,0.017294281582838595,
22817,chr5_151033570,74126,TNIP1,coad,0.1250023191778315,0.0026528909392347895,0.017296116934071182,
28651,chr9_131529323,87957,UCK1,coad,0.12495411243884333,0.0026630986066012345,0.017358926154451365,
8303,chr16_70786369,37411,VAC14,coad,0.12492091149224091,0.0026701496383811523,0.0174011367836324,
14301,chr1_6225180,385,ICMT,coad,0.12487591358360717,0.002679733205029721,0.017454748821165073,
1378,chr11_112233401,18758,PTS,coad,0.1248711416382106,0.0026807513611805606,0.017455182975006686,
17838,chr2_241068858,58306,SNED1,coad,0.12485822478039102,0.002683509108745457,0.017469378603961763,
27278,chr8_144829462,85656,ZNF7,coad,0.12485223050232294,0.0026847897645894776,0.017473954471704058,
15600,chr21_39177584,60601,PSMG1,coad,0.1248486458109502,0.002685555887093437,0.017475180250675775,
8761,chr17_28696750,39942,SUPT6H,coad,0.12483668246147514,0.002688114144085427,0.017488064591925947,
2381,chr11_67398462,17183,PPP1CA,coad,0.1248129969637893,0.0026931856323989417,0.01751352385549473,
4089,chr12_55952432,22302,DGKA,coad,0.12478927119660192,0.0026982744843674364,0.017535305496281288,
