,gene_names,cancer_type,corr,p_value,crc_str,as_id,adjusted_p_value
16757,TANK,read,-0.13381419131820413,0.0013244803662532851,chr2_161219650,55730.0,0.010479999166214041
16758,TANK,coad,0.0004008186177441545,0.9923614796741631,chr2_161224618,55730.0,0.995797103095441
16759,TANK,read,0.01853468359565824,0.657952601970864,chr2_161224618,55730.0,0.7791990956208443
16760,TANK,coad,0.07708513319387729,0.06519274852904068,chr2_161224752,55730.0,0.17113024835891855
16761,TANK,read,-0.06926743530767822,0.09763015241319863,chr2_161224752,55730.0,0.22599446151381186
16762,TANK,coad,0.07993087114494848,0.05584785542372624,chr2_161230882,55730.0,0.1541495817141201
16763,TANK,read,-0.07716631338302192,0.06490937372369394,chr2_161230882,55730.0,0.17064146205945394
16764,TANK,coad,0.03060864534635998,0.46461832692369875,chr2_161235240,55730.0,0.6315679100820453
16765,TANK,read,-0.0037115571179775547,0.9293589650910774,chr2_161235240,55730.0,0.9583955200370555
16766,IFIH1,coad,0.07240421147059432,0.08333438334664124,chr2_162267392,55767.0,0.202675800522888
16767,IFIH1,read,0.022387115966716442,0.5927974517477783,chr2_162267392,55767.0,0.7320224654400304
16768,GALNT3,coad,-0.0016664157943545692,0.9682504931169282,chr2_165749949,55808.0,0.9812332469368539
16769,GALNT3,read,0.023505340659561905,0.5744525832037235,chr2_165749949,55808.0,0.7178012480731609
16770,TTC21B,coad,0.04077410825302303,0.32990723154518153,chr2_165913702,55811.0,0.5084693077206943
16771,TTC21B,read,-0.015848788650997786,0.7050039238669383,chr2_165913702,55811.0,0.8112782578177141
16772,TTC21B,coad,0.011223285502452341,0.7886390788594795,chr2_165915131,55811.0,0.8670237915769067
16773,TTC21B,read,-0.0009553369192088005,0.9817951567764721,chr2_165915131,55811.0,0.9897184740977477
16774,TTC21B,coad,0.022205964315087263,0.5957943380360855,chr2_165917198,55811.0,0.7340835397329466
16775,TTC21B,read,-0.007909771563497698,0.8501484583366589,chr2_165917198,55811.0,0.9066823568795308
16776,TTC21B,coad,0.0357316049676139,0.393256128453366,chr2_165924463,55811.0,0.5677386942718115
16777,TTC21B,read,-0.004940445390191074,0.9060645030245172,chr2_165924463,55811.0,0.9441252048305577
16778,TTC21B,coad,0.15241652964232966,0.0002503443260785594,chr2_165930367,55811.0,0.0030015178758029367
16779,TTC21B,read,-0.13383025422434655,0.0013226891966659617,chr2_165930367,55811.0,0.010468658371792191
16780,CERS6,coad,0.018973550536905547,0.6503854127060491,chr2_168456657,55828.0,0.7739399757225124
16781,CERS6,read,-0.027502498401716802,0.5111645278796644,chr2_168456657,55828.0,0.6697144004644874
16782,CERS6,coad,0.025498242590598748,0.54243940168903,chr2_168630964,55828.0,0.6946928873932607
16783,CERS6,read,0.018448916143341796,0.659435575380882,chr2_168630964,55828.0,0.7802310426213084
16784,CERS6,coad,0.001369412131859293,0.9739069461330885,chr2_168631101,55828.0,0.9849919910017557
16785,CERS6,read,0.028685114675585134,0.49316145283869706,chr2_168631101,55828.0,0.6554263461268068
16786,NOSTRIN,coad,0.0519562353298806,0.2143025649208232,chr2_168824769,55834.0,0.38629324798612824
16787,NOSTRIN,read,0.010311801690304346,0.8054457976520686,chr2_168824769,55834.0,0.8782562855876713
16788,NOSTRIN,coad,0.038359562533396147,0.3593726599557381,chr2_168827964,55834.0,0.5365697119439162
16789,NOSTRIN,read,-0.03407832948021718,0.41552901441678214,chr2_168827964,55834.0,0.5891808689811738
16790,FASTKD1,coad,-0.008596005576015302,0.8373216150939937,chr2_169540224,55868.0,0.8980551822772835
16791,FASTKD1,read,0.04807398093150608,0.2505896145489461,chr2_169540224,55868.0,0.4259338620328079
16792,FASTKD1,coad,-0.001711098269921451,0.9673996435088039,chr2_169546750,55868.0,0.9806372943978755
16793,FASTKD1,read,0.048665870074350914,0.2447967783089403,chr2_169546750,55868.0,0.41925767643702
16794,FASTKD1,coad,-0.024256403514625113,0.5622835443497645,chr2_169557306,55868.0,0.7088856812929843
16795,FASTKD1,read,-0.004177499089083919,0.9205184999920943,chr2_169557306,55868.0,0.9525862005187002
16796,PPIG,coad,0.056583617917504304,0.17618606721883676,chr2_169608568,55871.0,0.33890843110510005
16797,PPIG,read,-0.054641278674249526,0.19152167342936358,chr2_169608568,55871.0,0.35829602948741823
16798,PPIG,coad,0.06329523967513578,0.13019489736912784,chr2_169630802,55871.0,0.27517032710082073
16799,PPIG,read,-0.057996100233065194,0.16562098851396873,chr2_169630802,55871.0,0.3242474254768196
16800,PPIG,coad,0.08884434661119439,0.03348108693279008,chr2_169631908,55871.0,0.10773274081607191
16801,PPIG,read,-0.08920091284994802,0.03277457231962883,chr2_169631908,55871.0,0.10598543101502425
16802,PPIG,coad,-0.07799247524241631,0.06208274156402719,chr2_169636016,55871.0,0.16557120149223872
16803,PPIG,read,0.08266696582312062,0.047940102744143294,chr2_169636016,55871.0,0.13846786255066312
16804,SSB,coad,0.04260575695945265,0.3086270686019278,chr2_169807117,55881.0,0.4877065692378759
16805,SSB,read,0.00640566452289232,0.8783968520610714,chr2_169807117,55881.0,0.9258786011874176
16806,METTL5,coad,-0.030837041569900896,0.46129114023567463,chr2_169812569,55888.0,0.6286989705986643
16807,METTL5,read,0.019936770924652097,0.6339033853149423,chr2_169812569,55888.0,0.7615513748568324
16808,METTL5,coad,0.006114849877277112,0.8838776148437135,chr2_169821346,55888.0,0.9295879064871494
16809,METTL5,read,-0.019574606703216303,0.6400798564122885,chr2_169821346,55888.0,0.7663126831981837
16810,UBR3,coad,0.18517738141373774,8.133770132309585e-06,chr2_169905036,55896.0,0.0002113364434551526
16811,UBR3,read,-0.020561251216043557,0.6233129897811569,chr2_169905036,55896.0,0.7545673734612002
16812,UBR3,coad,0.19056171694858448,4.353398107057999e-06,chr2_169905095,55896.0,0.00012692026082823194
16813,UBR3,read,0.008944233570418155,0.8308288943841842,chr2_169905095,55896.0,0.8946927032768976
16814,UBR3,coad,0.22443137477483419,5.635551028067623e-08,chr2_169924020,55896.0,3.6734441133609352e-06
16815,UBR3,read,-0.0170700256390955,0.6834573928490915,chr2_169924020,55896.0,0.7967797956153069
16816,UBR3,coad,0.18070146355766278,1.349279325452107e-05,chr2_169928716,55896.0,0.00031503134691964233
16817,UBR3,read,-0.05825884124339788,0.16370930666142205,chr2_169928716,55896.0,0.32178950921612764
16818,UBR3,coad,0.15888900656664143,0.00013378948212675152,chr2_169958451,55896.0,0.001853434431281689
16819,UBR3,read,0.006798426048090053,0.8710040382093388,chr2_169958451,55896.0,0.9204585683788178
16820,UBR3,coad,0.09149020557553775,0.028535017133863593,chr2_170008946,55896.0,0.09648707685064714
16821,UBR3,read,0.07402675395108531,0.07663227387017832,chr2_170008946,55896.0,0.19107825140902895
16822,UBR3,coad,0.24157249517878887,4.714228341808263e-09,chr2_170017007,55896.0,4.482120156571462e-07
16823,UBR3,read,0.018368978938561032,0.6608189433018311,chr2_170017007,55896.0,0.7811248310632273
16824,UBR3,coad,0.16984630667841766,4.378692102297321e-05,chr2_170073428,55896.0,0.0007923195687023505
16825,UBR3,read,0.0035897227940590703,0.931672045880868,chr2_170073428,55896.0,0.9601345320075748
16826,UBR3,coad,0.15188949334545124,0.00026316494063351317,chr2_170079954,55896.0,0.00312014540813062
16827,UBR3,read,0.031235424125246068,0.4555195645824821,chr2_170079954,55896.0,0.6241546301195805
16828,UBR3,coad,0.17032919015304018,4.161548239489459e-05,chr2_170081704,55896.0,0.0007636070137782318
16829,UBR3,read,-0.058478377334619115,0.16212473912964126,chr2_170081704,55896.0,0.3195278241313824
16830,GORASP2,coad,0.1550456189271557,0.00019466496728877321,chr2_170929711,55913.0,0.0024666926712389793
16831,GORASP2,read,-0.1550456189271557,0.00019466496728877321,chr2_170929711,55913.0,0.0024666926712389793
16832,GORASP2,coad,-0.02972760301109035,0.47757694554571717,chr2_170956414,55913.0,0.6421466528091627
16833,GORASP2,read,0.02972760301109035,0.47757694554571717,chr2_170956414,55913.0,0.6421466528091627
16834,GORASP2,coad,0.039364843768733976,0.3469100556360477,chr2_170962876,55913.0,0.5247860552803937
16835,GORASP2,read,-0.039364843768733976,0.3469100556360477,chr2_170962876,55913.0,0.5247860552803937
16836,TLK1,coad,0.046300789608968565,0.2685124947161857,chr2_170996764,55921.0,0.4462602024860552
16837,TLK1,read,-0.02746991336220151,0.5116653746035137,chr2_170996764,55921.0,0.670079552318329
16838,TLK1,coad,-0.036872069304410504,0.3783208643846342,chr2_171006065,55921.0,0.5536646517669356
16839,TLK1,read,0.050618951523516746,0.22634922382110143,chr2_171006065,55921.0,0.400126395423749
16840,TLK1,coad,0.10024057303852622,0.01638123298096901,chr2_171011490,55921.0,0.06522341871645852
16841,TLK1,read,-0.08479257216390275,0.042464593813760124,chr2_171011490,55921.0,0.12732183371591707
16842,TLK1,coad,0.16144284938470257,0.00010378129376807505,chr2_171023032,55921.0,0.0015362118413171655
16843,TLK1,read,-0.15983886967085145,0.00012178425008043512,chr2_171023032,55921.0,0.0017327246928803108
16844,TLK1,coad,0.21575340176764243,1.839731620005371e-07,chr2_171023182,55921.0,9.755479180042692e-06
16845,TLK1,read,-0.21246482113156326,2.844383480133295e-07,chr2_171023182,55921.0,1.3966484278930821e-05
16846,TLK1,coad,0.0029930603849977646,0.943007905880572,chr2_171055204,55921.0,0.9666114342372051
16847,TLK1,read,0.01778979138300204,0.6708764768699663,chr2_171055204,55921.0,0.7882382754329559
16848,TLK1,coad,-0.01567563718949705,0.7080785527050208,chr2_171082954,55921.0,0.8133504083284222
16849,TLK1,read,0.02941920024219638,0.48215918121645784,chr2_171082954,55921.0,0.6458644140546567
16850,TLK1,coad,0.09470770967105377,0.023377670477412987,chr2_171160338,55921.0,0.08361291175664158
16851,TLK1,read,-0.07854945620898879,0.06023501880228435,chr2_171160338,55921.0,0.16226820531703637
16852,METTL8,coad,-0.06877422368409514,0.10004611410335935,chr2_171325951,55929.0,0.2296813819164634
16853,METTL8,read,0.08217534245154846,0.04928748889724956,chr2_171325951,55929.0,0.14115777950292482
16854,METTL8,coad,0.01925233115718684,0.645597063450232,chr2_171330752,55929.0,0.7701881928829427
16855,METTL8,read,0.048629550674865143,0.24514951499987753,chr2_171330752,55929.0,0.41960174411227746
16856,METTL8,coad,0.09695670474881996,0.02027085688190434,chr2_171331886,55929.0,0.07579639481678245
16857,METTL8,read,0.014839837466943707,0.7229857761025116,chr2_171331886,55929.0,0.8232518635961699
16858,METTL8,coad,0.07213851521048899,0.08447570479283935,chr2_171339539,55929.0,0.20453671458924785
16859,METTL8,read,-0.01621301177831049,0.6985521756137761,chr2_171339539,55929.0,0.8066045581996824
16860,METTL8,coad,0.10583205277239904,0.011246770017708511,chr2_171360519,55929.0,0.04977925457504372
16861,METTL8,read,-0.047326287282980335,0.2580428347332183,chr2_171360519,55929.0,0.4340551492069811
16862,DCAF17,coad,-0.026860950067008504,0.5210722016489575,chr2_171448668,55933.0,0.6776893341760429
16863,DCAF17,coad,-0.015221693815389632,0.7161616178452341,chr2_171458350,55933.0,0.8184580529921731
16864,DCAF17,coad,0.10225951749736327,0.014329076667634982,chr2_171479912,55933.0,0.05950483444645636
16865,DCAF17,coad,0.1449056978336212,0.000502397546751033,chr2_171480020,55933.0,0.005073843632586322
16866,DCAF17,coad,0.155010267558693,0.00019532975935808702,chr2_171481082,55933.0,0.002473017233196069
16867,CYBRD1,coad,0.04543215583644307,0.27760538370647947,chr2_171541541,55935.0,0.4557798367005602
16868,CYBRD1,read,-0.03693262678492264,0.37753768088175244,chr2_171541541,55935.0,0.5530163966370157
16869,DYNC1I2,coad,0.11768697504616203,0.004790720661795982,chr2_171690252,55938.0,0.026692340626638562
16870,DYNC1I2,read,-0.02080237365314484,0.6192443992647507,chr2_171690252,55938.0,0.7514703587516715
16871,DYNC1I2,coad,0.11384118429252257,0.006372214931849889,chr2_171692829,55938.0,0.03285623118942683
16872,DYNC1I2,read,-0.07713983586131765,0.0650016869363339,chr2_171692829,55938.0,0.1708239755103268
16873,DYNC1I2,coad,0.016596296007882472,0.6917861682250421,chr2_171712625,55938.0,0.8023964523832778
16874,DYNC1I2,read,-0.0404211652745727,0.3341141305456773,chr2_171712625,55938.0,0.512487942896223
16875,DYNC1I2,coad,0.017208346529867042,0.6810327083499297,chr2_171727960,55938.0,0.7951018917945641
16876,DYNC1I2,read,0.011713292211166008,0.779643766536917,chr2_171727960,55938.0,0.8608434427913721
16877,DYNC1I2,coad,-0.0011307443283587312,0.9784533513117948,chr2_171745654,55938.0,0.9873498850790037
16878,DYNC1I2,read,-0.032776094125718795,0.43358470815345207,chr2_171745654,55938.0,0.6053518157982115
16879,SLC25A12,coad,-0.012987182028416125,0.7563983560608535,chr2_171787750,55959.0,0.8455727198878306
16880,SLC25A12,read,0.04596895823065414,0.27196173822436676,chr2_171787750,55959.0,0.44969621399756365
16881,SLC25A12,coad,0.11460383147304747,0.006025634079073209,chr2_171791431,55959.0,0.03159277832747657
16882,SLC25A12,read,-0.039976456745759684,0.3394637252208481,chr2_171791431,55959.0,0.517613261798008
16883,SLC25A12,coad,0.0199783754958863,0.6331954624285749,chr2_171815223,55959.0,0.7611297042737428
16884,SLC25A12,read,0.039378022796640905,0.34674851708655796,chr2_171815223,55959.0,0.5246266750222954
16885,SLC25A12,coad,0.0765862078244289,0.06695676754720481,chr2_171834068,55959.0,0.17400133516314872
16886,SLC25A12,read,-0.00600262904428123,0.8859940534979818,chr2_171834068,55959.0,0.9310266270020678
16887,SLC25A12,coad,0.10564564555490784,0.011391747310085609,chr2_171837332,55959.0,0.0502425586224632
16888,SLC25A12,read,-0.019277892027475225,0.6451587571976881,chr2_171837332,55959.0,0.7699954121624922
16889,SLC25A12,coad,0.04752950206422815,0.2560021258179192,chr2_171868830,55959.0,0.432058763308732
16890,SLC25A12,read,-0.022518512279480266,0.5906280160828643,chr2_171868830,55959.0,0.7304009275563494
16891,ITGA6,coad,0.02527583472625691,0.5459676533476204,chr2_172472942,55966.0,0.697297040557855
16892,ITGA6,read,-0.03638333616446735,0.38467805905205055,chr2_172472942,55966.0,0.5600126188589222
16893,ITGA6,coad,-0.010240265594298097,0.8067687532163264,chr2_172504262,55966.0,0.8788903108708527
16894,ITGA6,read,0.003254012214232213,0.9380485858750417,chr2_172504262,55966.0,0.9636786814423088
16895,PDK1,coad,0.038228935982445526,0.36101240616378105,chr2_172558944,55972.0,0.5381298369090034
16896,PDK1,read,0.06670931244905313,0.11068117649231081,chr2_172558944,55972.0,0.24608673121407823
16897,PDK1,coad,0.011292926775481585,0.7873588917986915,chr2_172566830,55972.0,0.8662543709511012
16898,PDK1,read,0.10093284381012435,0.015650275545098492,chr2_172566830,55972.0,0.06321517062959957
16899,PDK1,coad,0.016739360737073574,0.6892669285506201,chr2_172570842,55972.0,0.8008159740838235
16900,PDK1,read,0.06140429405304898,0.14209442160662478,chr2_172570842,55972.0,0.2918130881642826
16901,CDCA7,coad,0.010876270366185513,0.795026540824841,chr2_173358641,56003.0,0.8714003681536868
16902,CDCA7,read,-0.014824725053665982,0.7232563069113409,chr2_173358641,56003.0,0.8234572095472626
16903,CDCA7,coad,-0.042926621795440933,0.3049945785396145,chr2_173359234,56003.0,0.4838616297014375
16904,CDCA7,read,0.03962825567271352,0.3436904179697795,chr2_173359234,56003.0,0.5218362102728147
16905,CDCA7,coad,0.06874901441083461,0.1001708658382371,chr2_173364920,56003.0,0.22990295693190763
16906,CDCA7,read,-0.06764416265022559,0.10576094110763587,chr2_173364920,56003.0,0.238491361570161
16907,CDCA7,coad,0.07246868766427736,0.08305930693246852,chr2_173367297,56003.0,0.20220603026681197
16908,CDCA7,read,-0.07523496439733723,0.07193184441390395,chr2_173367297,56003.0,0.1826997858714215
16909,CDCA7,coad,0.046273639812125414,0.2687935743589849,chr2_173367463,56003.0,0.44650363726425185
16910,CDCA7,read,-0.05234590506938207,0.21088067437602087,chr2_173367463,56003.0,0.38241096111411815
16911,SP3,coad,0.10646810236154296,0.010764310379453733,chr2_173918566,56015.0,0.048186792932705315
16912,SP3,read,-0.05579104415568682,0.1823296970628523,chr2_173918566,56015.0,0.34677140702773734
16913,SP3,coad,0.09339502648240337,0.025375216202356873,chr2_173918794,56015.0,0.08867513806685731
16914,SP3,read,-0.09421750662215457,0.02410710421565074,chr2_173918794,56015.0,0.08538949860881888
16915,OLA1,coad,0.08711106327230769,0.03710339185194731,chr2_174123114,56016.0,0.11579684275735923
16916,OLA1,read,-0.07957938722909973,0.056938131816454025,chr2_174123114,56016.0,0.15622010727400223
16917,OLA1,coad,0.00375228495394158,0.9285858601108696,chr2_174123701,56016.0,0.9579792061562618
16918,OLA1,read,-0.0008241513165135167,0.9842946741163399,chr2_174123701,56016.0,0.9911337426156641
16919,CIR1,coad,0.02430737715333576,0.5614621688107659,chr2_174381659,56020.0,0.7084028265780237
16920,CIR1,read,0.008760406044068754,0.8342549582202239,chr2_174381659,56020.0,0.8965387877144192
16921,CIR1,coad,0.020873670163495797,0.6180435919173508,chr2_174381818,56020.0,0.7503181405026469
16922,CIR1,read,0.01126202514881432,0.7879268732720497,chr2_174381818,56020.0,0.8666556950358769
16923,WIPF1,coad,0.09706904764238843,0.020125561080638236,chr2_174567264,56031.0,0.07543358449483664
16924,WIPF1,read,-0.11621111968785951,0.005350103284013934,chr2_174567264,56031.0,0.02897188163267767
16925,WIPF1,coad,0.19626680526231316,2.2015925818613274e-06,chr2_174571943,56031.0,7.409959970562352e-05
16926,WIPF1,read,-0.17023083088274976,4.2049348938937366e-05,chr2_174571943,56031.0,0.0007677155702374519
16927,WIPF1,coad,0.05732643049881887,0.17056915252063445,chr2_174574954,56031.0,0.33102590387772357
16928,WIPF1,read,-0.014107867012180822,0.7361280265984228,chr2_174574954,56031.0,0.832280481199368
16929,WIPF1,coad,0.046059895544475475,0.27101348878789516,chr2_174575034,56031.0,0.4487928053180509
16930,WIPF1,read,-0.04069676249734684,0.33082621361465114,chr2_174575034,56031.0,0.5093797908936893
16931,WIPF1,coad,0.037096893087915354,0.37541826538779544,chr2_174581214,56031.0,0.55126343489682
16932,WIPF1,read,-0.022150689355797424,0.5967101504831762,chr2_174581214,56031.0,0.7347369373710967
16933,CHN1,coad,-0.02736446355537329,0.5132879349571149,chr2_174808788,56045.0,0.671473555506319
16934,CHN1,read,0.02795932735518685,0.5041698418321459,chr2_174808788,56045.0,0.6643084665409653
16935,CHN1,coad,0.04581868452158549,0.27353367830335007,chr2_174952280,56045.0,0.4514137331159874
16936,CHN1,read,0.02647867928136601,0.5270222920747116,chr2_174952280,56045.0,0.6823246241206662
16937,ATF2,coad,-0.026351214501556593,0.5290139571394019,chr2_175092993,56059.0,0.6838023089065045
16938,ATF2,read,0.02265368763880716,0.5883999963677717,chr2_175092993,56059.0,0.7285207984225056
16939,ATF2,coad,0.08721095860637164,0.036885939661044316,chr2_175114577,56059.0,0.11540482526103721
16940,ATF2,read,-0.09105274777339303,0.02930665376007838,chr2_175114577,56059.0,0.0981717440957255
16941,MTX2,coad,0.13733226249090827,0.0009813144796683424,chr2_176323474,56119.0,0.00842812499310089
16942,MTX2,read,-0.028438810640265065,0.4968828169817192,chr2_176323474,56119.0,0.658572151238696
16943,MTX2,coad,0.10251928970159048,0.014082184155357544,chr2_176326806,56119.0,0.05870821474291916
16944,MTX2,read,-0.01730937069409268,0.6792638867623744,chr2_176326806,56119.0,0.7939993764841005
16945,MTX2,coad,-0.01642080078585291,0.6948811294427122,chr2_176330615,56119.0,0.8043184413144668
16946,MTX2,read,0.053420112826775064,0.20165201200530183,chr2_176330615,56119.0,0.37118406865246806
16947,HNRNPA3,coad,-0.04771721562355186,0.25412704225617266,chr2_177217629,56125.0,0.4298627801617228
16948,HNRNPA3,read,0.10601951042809493,0.011102626098299252,chr2_177217629,56125.0,0.04928007724332826
16949,HNRNPA3,coad,-0.024363656221094838,0.5605559758270852,chr2_177217751,56125.0,0.7078435877819897
16950,HNRNPA3,read,0.09072167178028406,0.029902483441735662,chr2_177217751,56125.0,0.09959932396179588
16951,AGPS,coad,0.17114812801612322,3.8164043052026905e-05,chr2_177420246,56135.0,0.0007163921209665352
16952,AGPS,read,-0.1741857457021278,2.7584360827308874e-05,chr2_177420246,56135.0,0.0005538019557084593
16953,AGPS,coad,0.10307479013798561,0.013566756208211118,chr2_177420397,56135.0,0.057182258907233476
16954,AGPS,read,-0.10565406182440007,0.011385166101897095,chr2_177420397,56135.0,0.050227981203788366
16955,AGPS,coad,0.03370282510329205,0.4206894592860362,chr2_177468338,56135.0,0.5939309144767485
16956,AGPS,read,-0.03128489602193575,0.45480567984429,chr2_177468338,56135.0,0.6235198735337726
16957,AGPS,coad,0.11766729425436084,0.004797818894196766,chr2_177538227,56135.0,0.026712809635835555
16958,AGPS,read,-0.1130925914617652,0.00672970270509864,chr2_177538227,56135.0,0.03416811982279163
16959,PRKRA,coad,0.050527394961477234,0.2271912744062213,chr2_178436126,56157.0,0.4010980665951112
16960,PRKRA,read,-0.06978107410058812,0.09516379648276525,chr2_178436126,56157.0,0.22212822362755855
16961,FKBP7,coad,0.06830274768302295,0.10239982404067836,chr2_178465742,56173.0,0.23309526091577673
16962,FKBP7,read,-0.08379000738993485,0.04497766729466084,chr2_178465742,56173.0,0.1323963004747392
16963,PLEKHA3,coad,0.12813101150668013,0.002118446666051137,chr2_178499183,56176.0,0.014866973852442558
16964,PLEKHA3,read,-0.15003953820871846,0.00031319050988890126,chr2_178499183,56176.0,0.0035443477946259508
16965,SESTD1,coad,-0.009524927170536239,0.8200276287920547,chr2_179123669,56399.0,0.8873492160373684
16966,SESTD1,read,-0.03374195943368657,0.42014990247547157,chr2_179123669,56399.0,0.5934689308027712
16967,SESTD1,coad,0.029900323093266942,0.47502109413086224,chr2_179124332,56399.0,0.6401227653779346
16968,SESTD1,read,-0.0788260169320743,0.05933459226069915,chr2_179124332,56399.0,0.16061065530428073
16969,SESTD1,coad,-0.029447469092911027,0.48173817368168514,chr2_179191697,56399.0,0.6454742353167734
16970,SESTD1,read,-0.07496759130002437,0.07295120871195857,chr2_179191697,56399.0,0.184488384996765
16971,UBE2E3,coad,0.15237333522305804,0.00025137267492323024,chr2_180981988,56407.0,0.003012218336674911
16972,UBE2E3,read,0.020503603889231066,0.6242874115874151,chr2_180981988,56407.0,0.7551870731256636
16973,UBE2E3,coad,0.20696734136797243,5.803113129454264e-07,chr2_180990022,56407.0,2.5402659731191733e-05
16974,UBE2E3,read,-0.0756853787569963,0.07024096550304203,chr2_180990022,56407.0,0.17964308953378022
16975,UBE2E3,coad,0.040695668614486716,0.3308392223966181,chr2_181060595,56407.0,0.5093797908936893
16976,UBE2E3,read,-0.12780404556395933,0.002175266872334906,chr2_181060595,56407.0,0.015176540595159216
16977,ITGA4,coad,0.05624213981983618,0.17881389016439936,chr2_181480120,56414.0,0.3421225982212435
16978,ITGA4,read,0.003596001639858701,0.9315528248634554,chr2_181480120,56414.0,0.9600448092196078
16979,ITGA4,coad,0.01353296029351839,0.74650475011917,chr2_181482362,56414.0,0.8395928575217638
16980,ITGA4,read,-0.027468724970349065,0.511683645548367,chr2_181482362,56414.0,0.670079552318329
16981,ITGA4,coad,0.013142171226445934,0.7535846547555438,chr2_181509595,56414.0,0.8439651599068405
16982,ITGA4,read,-0.03749103528001753,0.3703628917438876,chr2_181509595,56414.0,0.54670206787192
16983,ITGA4,coad,0.06787837870749207,0.10455574687606843,chr2_181511638,56414.0,0.23651792096761268
16984,ITGA4,read,-0.04667186470988031,0.264690961512962,chr2_181511638,56414.0,0.441496919755204
16985,ITGA4,coad,-0.00479008727155455,0.9089107324094454,chr2_181523506,56414.0,0.9459549615021994
16986,ITGA4,read,-0.09478106190137366,0.023270180910300264,chr2_181523506,56414.0,0.08335828904440894
16987,ITGA4,coad,0.010101753963055437,0.8093318882478386,chr2_181534771,56414.0,0.8804997701159205
16988,ITGA4,read,-0.08311347787362512,0.04674323876126054,chr2_181534771,56414.0,0.13598447183577003
16989,PDE1A,coad,0.1092675813328943,0.00885209126684954,chr2_182147176,56454.0,0.04168959341860328
16990,PDE1A,read,0.07788131928403429,0.062457032038381086,chr2_182147176,56454.0,0.16619950391958543
16991,PDE1A,coad,0.04765825308260592,0.2547149934075787,chr2_182168294,56454.0,0.4306167627379724
16992,PDE1A,read,0.06175530502830288,0.1398247482682435,chr2_182168294,56454.0,0.2883619808510736
16993,PDE1A,coad,0.08262731494081918,0.04804761663522713,chr2_182185851,56454.0,0.13871129939348908
16994,PDE1A,read,-0.07780997531908163,0.06269824474513376,chr2_182185851,56454.0,0.16655929868492822
16995,PDE1A,coad,0.18718692117366922,6.4547402169719944e-06,chr2_182186610,56454.0,0.00017534105044356865
16996,PDE1A,read,0.01218320112535334,0.7710449384956352,chr2_182186610,56454.0,0.8552108075042233
16997,PDE1A,coad,0.04853758643906998,0.24604426842038468,chr2_182201651,56454.0,0.4208677928964742
16998,PDE1A,read,0.01695407833819752,0.6854923944930611,chr2_182201651,56454.0,0.7982170974801406
16999,DNAJC10,coad,0.1116112884314518,0.007490511290460295,chr2_182722142,56461.0,0.03695615998436649
17000,DNAJC10,read,-0.0727084067916406,0.08204301625861356,chr2_182722142,56461.0,0.2005331756496356
17001,DNAJC10,coad,0.048265249386381215,0.2487073179374274,chr2_182728725,56461.0,0.42390815292243444
17002,DNAJC10,read,-0.013787360385545533,0.7419071966023851,chr2_182728725,56461.0,0.8364387253537616
17003,DNAJC10,coad,0.02652182662759665,0.52634897107383,chr2_182743734,56461.0,0.6819556541289004
17004,DNAJC10,read,-0.0692880181700993,0.09753034855627934,chr2_182743734,56461.0,0.22590356317783875
17005,DNAJC10,coad,0.08500802269603765,0.041940285167433915,chr2_182756277,56461.0,0.1262182735270738
17006,DNAJC10,read,-0.1030672863162718,0.01357360644633264,chr2_182756277,56461.0,0.05720305573811612
17007,DNAJC10,coad,0.12228039994215305,0.0033711864928479777,chr2_182758904,56461.0,0.020657436452510867
17008,DNAJC10,read,-0.0871618014455566,0.03699280932227922,chr2_182758904,56461.0,0.11563012558971036
17009,NCKAP1,coad,-0.021211178315721214,0.6123729748053672,chr2_182929001,56467.0,0.7464640222815282
17010,NCKAP1,read,0.035219760140211845,0.4000733656557568,chr2_182929001,56467.0,0.5741944283292914
17011,NCKAP1,coad,0.04599161767737474,0.27172524504370765,chr2_182942166,56467.0,0.44952263468551745
17012,NCKAP1,read,0.027754488569062718,0.5072999672085545,chr2_182942166,56467.0,0.6665666007393625
17013,NCKAP1,coad,0.00255730348778716,0.9512941686197485,chr2_182962292,56467.0,0.9707388607456239
17014,NCKAP1,read,0.030846314955851294,0.46115633025834557,chr2_182962292,56467.0,0.6286179208041939
17015,NCKAP1,coad,0.03808839417890336,0.3627818359415772,chr2_182967373,56467.0,0.5396357214847955
17016,NCKAP1,read,0.031145593535825092,0.4568174361770231,chr2_182967373,56467.0,0.6251009643685588
17017,NCKAP1,coad,0.04520537577919318,0.280013360132945,chr2_182976964,56467.0,0.45825670723653866
17018,NCKAP1,read,0.0304953114539139,0.4662742610801117,chr2_182976964,56467.0,0.6326191506219622
17019,NCKAP1,coad,0.047762534571346375,0.25367578033507404,chr2_182981201,56467.0,0.4293218110047223
17020,NCKAP1,read,0.03158109535777077,0.45054466447196306,chr2_182981201,56467.0,0.6198414936933634
17021,NUP35,coad,0.0005864161666069717,0.988824685835514,chr2_183157617,56469.0,0.9937299660516613
17022,NUP35,read,0.041469248566805665,0.32172202175324116,chr2_183157617,56469.0,0.49996591075921176
17023,NUP35,coad,0.01776042243417939,0.6713880548991422,chr2_183161035,56469.0,0.7887462219014242
17024,NUP35,read,0.018651793981163966,0.6559298564482277,chr2_183161035,56469.0,0.7775314645386296
