,tmp_id,gene_names,as-id,cancer-type
66068,chr2_120075801,EPB41L5,55145,read
66070,chr2_120090325,EPB41L5,55145,coad
66072,chr2_120090325,EPB41L5,55145,read
66074,chr2_120091496,EPB41L5,55145,coad
66076,chr2_120091496,EPB41L5,55145,read
66078,chr2_120100225,EPB41L5,55145,coad
66080,chr2_120100225,EPB41L5,55145,read
66082,chr2_120131600,EPB41L5,55145,coad
66084,chr2_120131600,EPB41L5,55145,read
66086,chr2_120927342,GLI2,55160,coad
66087,chr2_120927342,GLI2,55160,read
66088,chr2_120970480,GLI2,55160,coad
66089,chr2_120970480,GLI2,55160,read
66090,chr2_120970570,GLI2,55160,coad
66091,chr2_120970570,GLI2,55160,read
66092,chr2_120972151,GLI2,55160,coad
66093,chr2_120972151,GLI2,55160,read
66094,chr2_120982796,GLI2,55160,coad
66095,chr2_120982796,GLI2,55160,read
66096,chr2_127054018,BIN1,55183,coad
66109,chr2_127054018,BIN1,55183,read
66123,chr2_12718273,TRIB2,52716,coad
66126,chr2_12718273,TRIB2,52716,read
66129,chr2_127259486,ERCC3,55206,coad
66131,chr2_127259486,ERCC3,55206,read
66133,chr2_127271490,ERCC3,55206,coad
66135,chr2_127271490,ERCC3,55206,read
66137,chr2_127289370,ERCC3,55206,coad
66139,chr2_127289370,ERCC3,55206,read
66141,chr2_127494977,IWS1,55221,coad
66143,chr2_127494977,IWS1,55221,read
66145,chr2_127654912,LIMS2,55234,coad
66146,chr2_127654912,LIMS2,55234,read
66147,chr2_127725232,WDR33,55242,coad
66151,chr2_127725232,WDR33,55242,read
66155,chr2_127770695,WDR33,55242,coad
66159,chr2_127770695,WDR33,55242,read
66163,chr2_127850698,POLR2D,55247,coad
66166,chr2_127850698,POLR2D,55247,read
66169,chr2_127950469,SAP130,55254,coad
66171,chr2_127950469,SAP130,55254,read
66173,chr2_128152768,UGGT1,55256,coad
66176,chr2_128152768,UGGT1,55256,read
66179,chr2_128164918,UGGT1,55256,coad
66182,chr2_128164918,UGGT1,55256,read
66185,chr2_130370641,PTPN18,55344,coad
66187,chr2_130370641,PTPN18,55342,read
66190,chr2_130915399,ARHGEF4,55355,coad
66192,chr2_130915399,ARHGEF4,55355,read
66194,chr2_130946649,ARHGEF4,55355,coad
66196,chr2_130946649,ARHGEF4,55355,read
66198,chr2_131048407,FAM168B,55364,coad
66199,chr2_131048407,FAM168B,55364,read
66200,chr2_131082565,FAM168B,55364,coad
66201,chr2_131082565,FAM168B,55364,read
66202,chr2_131130789,PLEKHB2,55366,coad
66217,chr2_131130789,PLEKHB2,55366,read
66232,chr2_131140045,PLEKHB2,55366,coad
66247,chr2_131140045,PLEKHB2,55366,read
66262,chr2_132725584,NCKAP5,55400,coad
66263,chr2_132725584,NCKAP5,55400,read
66264,chr2_132732054,NCKAP5,55400,coad
66265,chr2_132732054,NCKAP5,55400,read
66266,chr2_132878769,NCKAP5,55400,coad
66267,chr2_132878769,NCKAP5,55400,read
66268,chr2_133129931,NCKAP5,55400,coad
66269,chr2_133129931,NCKAP5,55400,read
66270,chr2_134942636,CCNT2,55407,coad
66272,chr2_134942636,CCNT2,55407,read
66274,chr2_134946081,CCNT2,55407,coad
66276,chr2_134946081,CCNT2,55407,read
66278,chr2_135129945,RAB3GAP1,55428,coad
66284,chr2_135129945,RAB3GAP1,55428,read
66290,chr2_135130098,RAB3GAP1,55428,coad
66296,chr2_135130098,RAB3GAP1,55428,read
66302,chr2_135135637,RAB3GAP1,55428,coad
66308,chr2_135135637,RAB3GAP1,55428,read
66314,chr2_135622572,R3HDM1,55440,coad
66319,chr2_135622572,R3HDM1,55442,read
66322,chr2_135635865,R3HDM1,55440,coad
66327,chr2_135635865,R3HDM1,55442,read
66330,chr2_135675266,R3HDM1,55440,coad
66335,chr2_135675266,R3HDM1,55442,read
66338,chr2_135753592,UBXN4,55449,coad
66341,chr2_135753592,UBXN4,55449,read
66344,chr2_135754167,UBXN4,55449,coad
66347,chr2_135754167,UBXN4,55449,read
66350,chr2_135754329,UBXN4,55449,coad
66353,chr2_135754329,UBXN4,55449,read
66356,chr2_135772428,UBXN4,55449,coad
66359,chr2_135772428,UBXN4,55449,read
66362,chr2_135780391,UBXN4,55449,coad
66365,chr2_135780391,UBXN4,55449,read
66368,chr2_137970303,HNMT,55466,coad
66375,chr2_137970303,HNMT,55468,read
66380,chr2_138550813,SPOPL,55478,coad
66381,chr2_138560763,SPOPL,55478,coad
66382,chr2_142918568,KYNU,55479,coad
66385,chr2_142927606,KYNU,55479,coad
66388,chr2_142957723,KYNU,55479,coad
66391,chr2_143155713,ARHGAP15,55490,coad
66393,chr2_143155713,ARHGAP15,55490,read
66395,chr2_143519147,ARHGAP15,55490,coad
66397,chr2_143519147,ARHGAP15,55490,read
66399,chr2_143951911,GTDC1,55499,coad
66405,chr2_143951911,GTDC1,55499,read
66411,chr2_144404139,ZEB2,55515,coad
66413,chr2_144404139,ZEB2,55515,read
66415,chr2_144430484,ZEB2,55515,coad
66417,chr2_144430484,ZEB2,55515,read
66419,chr2_147923140,ACVR2A,55519,coad
66421,chr2_147923140,ACVR2A,55519,read
66423,chr2_147935627,ORC4,55522,coad
66432,chr2_147935627,ORC4,55522,read
66441,chr2_147943531,ORC4,55522,coad
66450,chr2_147943531,ORC4,55522,read
66459,chr2_147955251,ORC4,55522,coad
66468,chr2_147955251,ORC4,55522,read
66477,chr2_148754189,EPC2,55538,coad
66479,chr2_148754189,EPC2,55538,read
66481,chr2_148769252,EPC2,55538,coad
66483,chr2_148769252,EPC2,55538,read
66485,chr2_148785002,EPC2,55538,coad
66487,chr2_148785002,EPC2,55538,read
66489,chr2_149205937,LYPD6B,55548,coad
66492,chr2_149205937,LYPD6B,55548,read
66495,chr2_149213132,LYPD6B,55548,coad
66498,chr2_149213132,LYPD6B,55548,read
66501,chr2_149214477,LYPD6B,55548,coad
66504,chr2_149214477,LYPD6B,55548,read
66507,chr2_150471767,RND3,55562,coad
66509,chr2_150471767,RND3,55562,read
66511,chr2_151251574,RBM43,55565,coad
66513,chr2_151251574,RBM43,55565,read
66515,chr2_151252779,RBM43,55565,coad
66517,chr2_151252779,RBM43,55565,read
66519,chr2_151411092,RIF1,55572,coad
66520,chr2_151411092,RIF1,55572,read
66521,chr2_151411208,RIF1,55572,coad
66522,chr2_151411208,RIF1,55572,read
66523,chr2_151411384,RIF1,55572,coad
66524,chr2_151411384,RIF1,55572,read
66525,chr2_151422901,RIF1,55572,coad
66526,chr2_151422901,RIF1,55572,read
66527,chr2_151436807,RIF1,55572,coad
66528,chr2_151436807,RIF1,55572,read
66529,chr2_151443749,RIF1,55572,coad
66530,chr2_151443749,RIF1,55572,read
66531,chr2_151462223,RIF1,55572,coad
66532,chr2_151462223,RIF1,55572,read
66533,chr2_151468864,RIF1,55572,coad
66534,chr2_151468864,RIF1,55572,read
66535,chr2_151473915,RIF1,55572,coad
66536,chr2_151473915,RIF1,55572,read
66537,chr2_151474838,RIF1,55572,coad
66538,chr2_151474838,RIF1,55572,read
66539,chr2_15178947,NBAS,52721,coad
66540,chr2_15178947,NBAS,52721,read
66541,chr2_15179213,NBAS,52721,coad
66542,chr2_15179213,NBAS,52721,read
66543,chr2_15190153,NBAS,52721,coad
66544,chr2_15190153,NBAS,52721,read
66545,chr2_15383184,NBAS,52721,coad
66546,chr2_15383184,NBAS,52721,read
66547,chr2_15396386,NBAS,52721,coad
66548,chr2_15396386,NBAS,52721,read
66549,chr2_15396486,NBAS,52721,coad
66550,chr2_15396486,NBAS,52721,read
66551,chr2_15427804,NBAS,52721,coad
66552,chr2_15427804,NBAS,52721,read
66553,chr2_15551341,NBAS,52721,coad
66554,chr2_15551341,NBAS,52721,read
66555,chr2_151812403,ARL5A,55593,coad
66559,chr2_151812403,ARL5A,55593,read
66563,chr2_151815233,ARL5A,55593,coad
66567,chr2_151815233,ARL5A,55593,read
66571,chr2_152656192,PRPF40A,55608,coad
66572,chr2_152656192,PRPF40A,55608,read
66573,chr2_152659166,PRPF40A,55608,coad
66574,chr2_152659166,PRPF40A,55608,read
66575,chr2_152659367,PRPF40A,55608,coad
66576,chr2_152659367,PRPF40A,55608,read
66577,chr2_152669197,PRPF40A,55608,coad
66578,chr2_152669197,PRPF40A,55608,read
66579,chr2_152671387,PRPF40A,55608,coad
66580,chr2_152671387,PRPF40A,55608,read
66581,chr2_152676638,PRPF40A,55608,coad
66582,chr2_152676638,PRPF40A,55608,read
66583,chr2_152679238,PRPF40A,55608,coad
66584,chr2_152679238,PRPF40A,55608,read
66585,chr2_152679304,PRPF40A,55608,coad
66586,chr2_152679304,PRPF40A,55608,read
66587,chr2_152694479,PRPF40A,55608,coad
66588,chr2_152694479,PRPF40A,55608,read
66589,chr2_156329388,NR4A2,55613,coad
66595,chr2_156329388,NR4A2,55613,read
66601,chr2_156496223,GPD2,55622,coad
66610,chr2_156496223,GPD2,55622,read
66619,chr2_156510988,GPD2,55622,coad
66628,chr2_156510988,GPD2,55622,read
66637,chr2_156513507,GPD2,55622,coad
66646,chr2_156513507,GPD2,55622,read
66655,chr2_156579032,GPD2,55622,coad
66664,chr2_156579032,GPD2,55622,read
66673,chr2_156579902,GPD2,55622,coad
66682,chr2_156579902,GPD2,55622,read
66691,chr2_157415959,CYTIP,55643,coad
66693,chr2_157415959,CYTIP,55643,read
66695,chr2_157418600,CYTIP,55643,coad
66697,chr2_157418600,CYTIP,55643,read
66699,chr2_157427432,CYTIP,55643,coad
66701,chr2_157427432,CYTIP,55643,read
66703,chr2_158603029,PKP4,55674,coad
66714,chr2_158603029,PKP4,55674,read
66725,chr2_158642812,PKP4,55674,coad
66736,chr2_158642812,PKP4,55674,read
66747,chr2_158663046,PKP4,55674,coad
66758,chr2_158663046,PKP4,55674,read
66769,chr2_159097621,TANC1,55689,coad
66770,chr2_159097621,TANC1,55689,read
66771,chr2_159136120,TANC1,55689,coad
66772,chr2_159136120,TANC1,55689,read
66773,chr2_159170503,TANC1,55689,coad
66774,chr2_159170503,TANC1,55689,read
66775,chr2_159178847,TANC1,55689,coad
66776,chr2_159178847,TANC1,55689,read
66777,chr2_159236193,WDSUB1,55692,coad
66779,chr2_159236193,WDSUB1,55692,read
66781,chr2_159320135,BAZ2B,55698,coad
66782,chr2_159320135,BAZ2B,55698,read
66783,chr2_159325928,BAZ2B,55698,coad
66784,chr2_159325928,BAZ2B,55698,read
66785,chr2_159386337,BAZ2B,55698,coad
66786,chr2_159386337,BAZ2B,55698,read
66787,chr2_159395899,BAZ2B,55698,coad
66788,chr2_159395899,BAZ2B,55698,read
66789,chr2_159428245,BAZ2B,55698,coad
66790,chr2_159428245,BAZ2B,55698,read
66791,chr2_159428407,BAZ2B,55698,coad
66792,chr2_159428407,BAZ2B,55698,read
66793,chr2_159439082,BAZ2B,55698,coad
66794,chr2_159439082,BAZ2B,55698,read
66795,chr2_159446737,BAZ2B,55698,coad
66796,chr2_159446737,BAZ2B,55698,read
66797,chr2_159448129,BAZ2B,55698,coad
66798,chr2_159448129,BAZ2B,55698,read
66799,chr2_159975995,PLA2R1,55710,coad
66801,chr2_159975995,PLA2R1,55710,read
66803,chr2_159987058,PLA2R1,55710,coad
66805,chr2_159987058,PLA2R1,55710,read
66807,chr2_160028413,PLA2R1,55710,coad
66809,chr2_160028413,PLA2R1,55710,read
66811,chr2_160028988,PLA2R1,55710,coad
66813,chr2_160028988,PLA2R1,55710,read
66815,chr2_160101839,ITGB6,55712,coad
66819,chr2_160101839,ITGB6,55712,read
66822,chr2_160126246,ITGB6,55712,coad
66826,chr2_160126246,ITGB6,55712,read
66829,chr2_160126568,ITGB6,55712,coad
66833,chr2_160126568,ITGB6,55712,read
66836,chr2_160169097,ITGB6,55712,coad
66840,chr2_160169097,ITGB6,55712,read
66843,chr2_160174184,ITGB6,55712,coad
66847,chr2_160174184,ITGB6,55712,read
66850,chr2_160200146,ITGB6,55712,coad
66854,chr2_160200146,ITGB6,55712,read
66857,chr2_161160866,TANK,55730,coad
66869,chr2_161160866,TANK,55730,read
66881,chr2_161202672,TANK,55730,coad
66893,chr2_161202672,TANK,55730,read
66905,chr2_161219650,TANK,55730,coad
66917,chr2_161219650,TANK,55730,read
66929,chr2_161224618,TANK,55730,coad
66941,chr2_161224618,TANK,55730,read
66953,chr2_161224752,TANK,55730,coad
66965,chr2_161224752,TANK,55730,read
66977,chr2_161230882,TANK,55730,coad
66989,chr2_161230882,TANK,55730,read
67001,chr2_161235240,TANK,55730,coad
67013,chr2_161235240,TANK,55730,read
67025,chr2_162267392,IFIH1,55767,coad
67027,chr2_162267392,IFIH1,55767,read
67029,chr2_165749949,GALNT3,55808,coad
67030,chr2_165749949,GALNT3,55808,read
67031,chr2_165913702,TTC21B,55811,coad
67033,chr2_165913702,TTC21B,55811,read
67035,chr2_165915131,TTC21B,55811,coad
67037,chr2_165915131,TTC21B,55811,read
67039,chr2_165917198,TTC21B,55811,coad
67041,chr2_165917198,TTC21B,55811,read
67043,chr2_165924463,TTC21B,55811,coad
67045,chr2_165924463,TTC21B,55811,read
67047,chr2_165930367,TTC21B,55811,coad
67049,chr2_165930367,TTC21B,55811,read
67051,chr2_168456657,CERS6,55828,coad
67052,chr2_168456657,CERS6,55828,read
67053,chr2_168630964,CERS6,55828,coad
67054,chr2_168630964,CERS6,55828,read
67055,chr2_168631101,CERS6,55828,coad
67056,chr2_168631101,CERS6,55828,read
67057,chr2_168824769,NOSTRIN,55834,coad
67061,chr2_168824769,NOSTRIN,55834,read
67065,chr2_168827964,NOSTRIN,55834,coad
67069,chr2_168827964,NOSTRIN,55834,read
67073,chr2_169540224,FASTKD1,55868,coad
67074,chr2_169540224,FASTKD1,55868,read
67075,chr2_169546750,FASTKD1,55868,coad
67076,chr2_169546750,FASTKD1,55868,read
67077,chr2_169557306,FASTKD1,55868,coad
67078,chr2_169557306,FASTKD1,55868,read
67079,chr2_169608568,PPIG,55871,coad
67083,chr2_169608568,PPIG,55871,read
67087,chr2_169630802,PPIG,55871,coad
67091,chr2_169630802,PPIG,55871,read
67095,chr2_169631908,PPIG,55871,coad
67099,chr2_169631908,PPIG,55871,read
67103,chr2_169636016,PPIG,55871,coad
67107,chr2_169636016,PPIG,55871,read
67111,chr2_169807117,SSB,55881,coad
67114,chr2_169807117,SSB,55881,read
67117,chr2_169812569,METTL5,55888,coad
67125,chr2_169812569,METTL5,55888,read
67133,chr2_169821346,METTL5,55888,coad
67141,chr2_169821346,METTL5,55888,read
67149,chr2_169905036,UBR3,55896,coad
67152,chr2_169905036,UBR3,55896,read
67154,chr2_169905095,UBR3,55896,coad
67157,chr2_169905095,UBR3,55896,read
67159,chr2_169924020,UBR3,55896,coad
67162,chr2_169924020,UBR3,55896,read
67164,chr2_169928716,UBR3,55896,coad
67167,chr2_169928716,UBR3,55896,read
67169,chr2_169958451,UBR3,55896,coad
67172,chr2_169958451,UBR3,55896,read
67174,chr2_170008946,UBR3,55896,coad
67177,chr2_170008946,UBR3,55896,read
67179,chr2_170017007,UBR3,55896,coad
67182,chr2_170017007,UBR3,55896,read
67184,chr2_170073428,UBR3,55896,coad
67187,chr2_170073428,UBR3,55896,read
67189,chr2_170079954,UBR3,55896,coad
67192,chr2_170079954,UBR3,55896,read
67194,chr2_170081704,UBR3,55896,coad
67197,chr2_170081704,UBR3,55896,read
67199,chr2_170929711,GORASP2,55913,coad
67205,chr2_170929711,GORASP2,55913,read
67211,chr2_170956414,GORASP2,55913,coad
67217,chr2_170956414,GORASP2,55913,read
67223,chr2_170962876,GORASP2,55913,coad
67229,chr2_170962876,GORASP2,55913,read
67235,chr2_170996764,TLK1,55921,coad
67241,chr2_170996764,TLK1,55921,read
67247,chr2_171006065,TLK1,55921,coad
67253,chr2_171006065,TLK1,55921,read
67259,chr2_171011490,TLK1,55921,coad
67265,chr2_171011490,TLK1,55921,read
67271,chr2_171023032,TLK1,55921,coad
67277,chr2_171023032,TLK1,55921,read
67283,chr2_171023182,TLK1,55921,coad
67289,chr2_171023182,TLK1,55921,read
67295,chr2_171055204,TLK1,55921,coad
67301,chr2_171055204,TLK1,55921,read
67307,chr2_171082954,TLK1,55921,coad
67313,chr2_171082954,TLK1,55921,read
67319,chr2_171160338,TLK1,55921,coad
67325,chr2_171160338,TLK1,55921,read
67331,chr2_171325951,METTL8,55929,coad
67332,chr2_171325951,METTL8,55929,read
67333,chr2_171330752,METTL8,55929,coad
67334,chr2_171330752,METTL8,55929,read
67335,chr2_171331886,METTL8,55929,coad
67336,chr2_171331886,METTL8,55929,read
67337,chr2_171339539,METTL8,55929,coad
67338,chr2_171339539,METTL8,55929,read
67339,chr2_171360519,METTL8,55929,coad
67340,chr2_171360519,METTL8,55929,read
67341,chr2_171448668,DCAF17,55933,coad
67342,chr2_171458350,DCAF17,55933,coad
67343,chr2_171479912,DCAF17,55933,coad
67344,chr2_171480020,DCAF17,55933,coad
67345,chr2_171481082,DCAF17,55933,coad
67346,chr2_171541541,CYBRD1,55935,coad
67349,chr2_171541541,CYBRD1,55935,read
67352,chr2_171690252,DYNC1I2,55938,coad
67361,chr2_171690252,DYNC1I2,55938,read
67370,chr2_171692829,DYNC1I2,55938,coad
67379,chr2_171692829,DYNC1I2,55938,read
67388,chr2_171712625,DYNC1I2,55938,coad
67397,chr2_171712625,DYNC1I2,55938,read
67406,chr2_171727960,DYNC1I2,55938,coad
67415,chr2_171727960,DYNC1I2,55938,read
67424,chr2_171745654,DYNC1I2,55938,coad
67433,chr2_171745654,DYNC1I2,55938,read
67442,chr2_171787750,SLC25A12,55959,coad
67443,chr2_171787750,SLC25A12,55959,read
67444,chr2_171791431,SLC25A12,55959,coad
67445,chr2_171791431,SLC25A12,55959,read
67446,chr2_171815223,SLC25A12,55959,coad
67447,chr2_171815223,SLC25A12,55959,read
67448,chr2_171834068,SLC25A12,55959,coad
67449,chr2_171834068,SLC25A12,55959,read
67450,chr2_171837332,SLC25A12,55959,coad
67451,chr2_171837332,SLC25A12,55959,read
67452,chr2_171868830,SLC25A12,55959,coad
67453,chr2_171868830,SLC25A12,55959,read
67454,chr2_172472942,ITGA6,55966,coad
67458,chr2_172472942,ITGA6,55966,read
67462,chr2_172504262,ITGA6,55966,coad
67466,chr2_172504262,ITGA6,55966,read
67470,chr2_172558944,PDK1,55972,coad
67477,chr2_172558944,PDK1,55972,read
67484,chr2_172566830,PDK1,55972,coad
67491,chr2_172566830,PDK1,55972,read
67498,chr2_172570842,PDK1,55972,coad
67505,chr2_172570842,PDK1,55972,read
67512,chr2_173358641,CDCA7,56003,coad
67521,chr2_173358641,CDCA7,56003,read
67530,chr2_173359234,CDCA7,56003,coad
67539,chr2_173359234,CDCA7,56003,read
67548,chr2_173364920,CDCA7,56003,coad
67557,chr2_173364920,CDCA7,56003,read
67566,chr2_173367297,CDCA7,56003,coad
67575,chr2_173367297,CDCA7,56003,read
67584,chr2_173367463,CDCA7,56003,coad
67593,chr2_173367463,CDCA7,56003,read
67602,chr2_173918566,SP3,56015,coad
67603,chr2_173918566,SP3,56015,read
67604,chr2_173918794,SP3,56015,coad
67605,chr2_173918794,SP3,56015,read
67606,chr2_174123114,OLA1,56016,coad
67610,chr2_174123114,OLA1,56016,read
67614,chr2_174123701,OLA1,56016,coad
67618,chr2_174123701,OLA1,56016,read
67622,chr2_174381659,CIR1,56020,coad
67623,chr2_174381659,CIR1,56020,read
67624,chr2_174381818,CIR1,56020,coad
67625,chr2_174381818,CIR1,56020,read
67626,chr2_174567264,WIPF1,56031,coad
67631,chr2_174567264,WIPF1,56031,read
67636,chr2_174571943,WIPF1,56031,coad
67641,chr2_174571943,WIPF1,56031,read
67646,chr2_174574954,WIPF1,56031,coad
67651,chr2_174574954,WIPF1,56031,read
67656,chr2_174575034,WIPF1,56031,coad
67661,chr2_174575034,WIPF1,56031,read
67666,chr2_174581214,WIPF1,56031,coad
67671,chr2_174581214,WIPF1,56031,read
67676,chr2_174808788,CHN1,56045,coad
67679,chr2_174808788,CHN1,56045,read
67682,chr2_174952280,CHN1,56045,coad
67685,chr2_174952280,CHN1,56045,read
67688,chr2_175092993,ATF2,56059,coad
67700,chr2_175092993,ATF2,56059,read
67712,chr2_175114577,ATF2,56059,coad
67724,chr2_175114577,ATF2,56059,read
67736,chr2_176323474,MTX2,56119,coad
67740,chr2_176323474,MTX2,56119,read
67744,chr2_176326806,MTX2,56119,coad
67748,chr2_176326806,MTX2,56119,read
67752,chr2_176330615,MTX2,56119,coad
67756,chr2_176330615,MTX2,56119,read
67760,chr2_177217629,HNRNPA3,56125,coad
67762,chr2_177217629,HNRNPA3,56125,read
67764,chr2_177217751,HNRNPA3,56125,coad
67766,chr2_177217751,HNRNPA3,56125,read
67768,chr2_177420246,AGPS,56135,coad
67769,chr2_177420246,AGPS,56135,read
67770,chr2_177420397,AGPS,56135,coad
67771,chr2_177420397,AGPS,56135,read
67772,chr2_177468338,AGPS,56135,coad
67773,chr2_177468338,AGPS,56135,read
67774,chr2_177538227,AGPS,56135,coad
67775,chr2_177538227,AGPS,56135,read
67776,chr2_178436126,PRKRA,56157,coad
67780,chr2_178436126,PRKRA,56157,read
67784,chr2_178465742,FKBP7,56173,coad
67785,chr2_178465742,FKBP7,56173,read
67786,chr2_178499183,PLEKHA3,56176,coad
67787,chr2_178499183,PLEKHA3,56176,read
67788,chr2_179123669,SESTD1,56399,coad
67790,chr2_179123669,SESTD1,56399,read
67792,chr2_179124332,SESTD1,56399,coad
67794,chr2_179124332,SESTD1,56399,read
67796,chr2_179191697,SESTD1,56399,coad
67798,chr2_179191697,SESTD1,56399,read
67800,chr2_180981988,UBE2E3,56407,coad
67805,chr2_180981988,UBE2E3,56407,read
67810,chr2_180990022,UBE2E3,56407,coad
67815,chr2_180990022,UBE2E3,56407,read
67820,chr2_181060595,UBE2E3,56407,coad
67825,chr2_181060595,UBE2E3,56407,read
67830,chr2_181480120,ITGA4,56414,coad
67832,chr2_181480120,ITGA4,56414,read
67834,chr2_181482362,ITGA4,56414,coad
67836,chr2_181482362,ITGA4,56414,read
67838,chr2_181509595,ITGA4,56414,coad
67840,chr2_181509595,ITGA4,56414,read
67842,chr2_181511638,ITGA4,56414,coad
67844,chr2_181511638,ITGA4,56414,read
67846,chr2_181523506,ITGA4,56414,coad
67848,chr2_181523506,ITGA4,56414,read
67850,chr2_181534771,ITGA4,56414,coad
67852,chr2_181534771,ITGA4,56414,read
67854,chr2_182147176,PDE1A,56454,coad
67857,chr2_182147176,PDE1A,56454,read
67860,chr2_182168294,PDE1A,56454,coad
67863,chr2_182168294,PDE1A,56454,read
67866,chr2_182185851,PDE1A,56454,coad
67869,chr2_182185851,PDE1A,56454,read
67872,chr2_182186610,PDE1A,56454,coad
67875,chr2_182186610,PDE1A,56454,read
67878,chr2_182201651,PDE1A,56454,coad
67881,chr2_182201651,PDE1A,56454,read
67884,chr2_182722142,DNAJC10,56461,coad
67888,chr2_182722142,DNAJC10,56461,read
67892,chr2_182728725,DNAJC10,56461,coad
67896,chr2_182728725,DNAJC10,56461,read
67900,chr2_182743734,DNAJC10,56461,coad
67904,chr2_182743734,DNAJC10,56461,read
67908,chr2_182756277,DNAJC10,56461,coad
67912,chr2_182756277,DNAJC10,56461,read
67916,chr2_182758904,DNAJC10,56461,coad
67920,chr2_182758904,DNAJC10,56461,read
67924,chr2_182929001,NCKAP1,56467,coad
67925,chr2_182929001,NCKAP1,56467,read
67926,chr2_182942166,NCKAP1,56467,coad
67927,chr2_182942166,NCKAP1,56467,read
67928,chr2_182962292,NCKAP1,56467,coad
67929,chr2_182962292,NCKAP1,56467,read
67930,chr2_182967373,NCKAP1,56467,coad
67931,chr2_182967373,NCKAP1,56467,read
67932,chr2_182976964,NCKAP1,56467,coad
67933,chr2_182976964,NCKAP1,56467,read
67934,chr2_182981201,NCKAP1,56467,coad
67935,chr2_182981201,NCKAP1,56467,read
67936,chr2_183157617,NUP35,56469,coad
67941,chr2_183157617,NUP35,56469,read
67946,chr2_183161035,NUP35,56469,coad
67951,chr2_183161035,NUP35,56469,read
67956,chr2_185824532,FSIP2,56479,coad
67958,chr2_185824532,FSIP2,56479,read
67960,chr2_185828133,FSIP2,56479,coad
67962,chr2_185828133,FSIP2,56479,read
67964,chr2_185828227,FSIP2,56479,coad
67966,chr2_185828227,FSIP2,56479,read
67968,chr2_186495180,ZC3H15,56481,coad
67972,chr2_186495180,ZC3H15,56481,read
67976,chr2_186602195,ITGAV,56486,coad
67979,chr2_186602195,ITGAV,56486,read
67982,chr2_186636061,ITGAV,56486,coad
67985,chr2_186636061,ITGAV,56486,read
67988,chr2_186636915,ITGAV,56486,coad
67991,chr2_186636915,ITGAV,56486,read
67994,chr2_186638255,ITGAV,56486,coad
67997,chr2_186638255,ITGAV,56486,read
68000,chr2_186640976,ITGAV,56486,coad
68003,chr2_186640976,ITGAV,56486,read
68006,chr2_186659215,ITGAV,56486,coad
68009,chr2_186659215,ITGAV,56486,read
68012,chr2_186667130,ITGAV,56486,coad
68015,chr2_186667130,ITGAV,56486,read
68018,chr2_187488256,TFPI,56493,coad
68020,chr2_187488256,TFPI,56493,read
68022,chr2_188529203,GULP1,56496,coad
68028,chr2_188529203,GULP1,56499,read
68030,chr2_188569985,GULP1,56496,coad
68036,chr2_188569985,GULP1,56499,read
68038,chr2_188584261,GULP1,56496,coad
68044,chr2_188584261,GULP1,56499,read
68046,chr2_188594067,GULP1,56496,coad
68052,chr2_188594067,GULP1,56499,read
68054,chr2_188988189,COL3A1,206507,coad
68056,chr2_188988189,COL3A1,206507,read
68058,chr2_188994709,COL3A1,206507,coad
68060,chr2_188994709,COL3A1,206507,read
68062,chr2_188995198,COL3A1,206507,coad
68064,chr2_188995198,COL3A1,206507,read
68066,chr2_188999746,COL3A1,206507,coad
68068,chr2_188999746,COL3A1,206507,read
68070,chr2_189001488,COL3A1,206507,coad
68072,chr2_189001488,COL3A1,206507,read
68074,chr2_189457242,WDR75,56504,coad
68076,chr2_189457242,WDR75,56504,read
68078,chr2_189458732,WDR75,56504,coad
68080,chr2_189458732,WDR75,56504,read
68082,chr2_189468357,WDR75,56504,coad
68084,chr2_189468357,WDR75,56504,read
68086,chr2_189470705,WDR75,56504,coad
68088,chr2_189470705,WDR75,56504,read
68090,chr2_189667296,ASNSD1,56508,coad
68094,chr2_189667296,ASNSD1,56508,read
68098,chr2_189771925,ORMDL1,56533,coad
68105,chr2_189771925,ORMDL1,56533,read
68112,chr2_189805814,PMS1,56543,coad
68119,chr2_189805814,PMS1,56543,read
68126,chr2_189822450,PMS1,56543,coad
68133,chr2_189822450,PMS1,56543,read
68140,chr2_189852592,PMS1,56543,coad
68147,chr2_189852592,PMS1,56543,read
68154,chr2_189852792,PMS1,56543,coad
68161,chr2_189852792,PMS1,56543,read
68168,chr2_189873670,PMS1,56543,coad
68175,chr2_189873670,PMS1,56543,read
68182,chr2_190208974,HIBCH,56558,coad
68185,chr2_190208974,HIBCH,56558,read
68188,chr2_190212936,HIBCH,56558,coad
68191,chr2_190212936,HIBCH,56558,read
68194,chr2_190250396,HIBCH,56558,coad
68197,chr2_190250396,HIBCH,56558,read
68200,chr2_190290504,HIBCH,56558,coad
68203,chr2_190290504,HIBCH,56558,read
68206,chr2_190370935,INPP1,56562,coad
68208,chr2_190370935,INPP1,56562,read
68210,chr2_190371035,INPP1,56562,coad
68212,chr2_190371035,INPP1,56562,read
68214,chr2_190659752,NAB1,56577,coad
68219,chr2_190659752,NAB1,56580,read
68222,chr2_190660020,NAB1,56577,coad
68227,chr2_190660020,NAB1,56580,read
68230,chr2_190673068,NAB1,56577,coad
68235,chr2_190673068,NAB1,56580,read
68238,chr2_190910358,GLS,56586,coad
68243,chr2_190910358,GLS,56586,read
68248,chr2_190913043,GLS,56586,coad
